target_program,target_address,target_offset,name,mangled_name,namespace,kind,provenance,confidence,evidence_type,source_program,source_file,source_module,source_segment,source_offset,body_sha256,notes
PokemonMoon_US_v1_0,0x00100050,0x00000050,__aeabi_vec_ctor_nocookie_nodtor,__aeabi_vec_ctor_nocookie_nodtor,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000051,897f0c9729d5648e56c58ce2cf310343b4b95613959e2d8b054b574b38601474,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001001C4,0x000001C4,__c89vsnprintf,__c89vsnprintf,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000001C5,f7467558bf2d7941cde26cbd96071c4626b1f58405418a9d9db555d850fc4792,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00100260,0x00000260,__2sprintf,__2sprintf,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000261,de84f1eba9adda10c3e7bdb6a74ecb23162f65ba7820c3eed519fe688e4e26c2,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00100294,0x00000294,__2snprintf,__2snprintf,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000295,6c33879ecb4126c0fbabba905733703bbc14fd0d71f045a3101ac1ae96c45bfc,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001002D8,0x000002D8,__2swprintf,__2swprintf,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000002D9,87dc6d75411d684829d8e0196b08a43d40038e0e9ebfc531a5ad67a1b945af14,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00100380,0x00000380,_printf_int_dec,_printf_int_dec,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000381,5738e09545f922ba9a0d1c400b6525a4ba26287c03ec2d45f429fad349dff204,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001005FC,0x000005FC,_printf_longlong_hex,_printf_longlong_hex,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000005FD,fd5e69aa00f0cc210929868f00681b18a45bbf439501429c5a6ca9e65b24b1ac,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00100C78,0x00000C78,memcmp,memcmp,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000C79,697276718f56006a68df308a836fc8b135a19ab5eac95c000fa941fdbf889019,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00100F1C,0x00000F1C,__aeabi_vec_dtor,__aeabi_vec_dtor,Global,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00000F1D,976a3ed1af5433dbaff4ab09da370a180f89a93945221db744b19188cef1a6df,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010318C,0x0000318C,__rw::__rw_facet_base::_C_initfacet(std::locale const&),_ZN4__rw15__rw_facet_base12_C_initfacetERKSt6locale,__rw::__rw_facet_base,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000318D,c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001031CC,0x000031CC,"__rw::__rw_locale_imp::__rw_locale_imp(__rw::__rw_locale_imp const&, char const*, unsigned int)",_ZN4__rw15__rw_locale_impC1ERKS0_PKcj,__rw::__rw_locale_imp,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000031CD,4e2989fe031033ca03a019eab6fbc761cc5a18d1ddc5002829b17c8016a8bfd4,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001031CC,0x000031CC,"__rw::__rw_locale_imp::__rw_locale_imp(__rw::__rw_locale_imp const&, char const*, unsigned int)",_ZN4__rw15__rw_locale_impC2ERKS0_PKcj,__rw::__rw_locale_imp,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000031CD,4e2989fe031033ca03a019eab6fbc761cc5a18d1ddc5002829b17c8016a8bfd4,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103280,0x00003280,__rw::__rw_punct_data<char>::~__rw_punct_data(),_ZN4__rw15__rw_punct_dataIcED1Ev,__rw::__rw_punct_data<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003281,2de43056942e39abd71f3b39e80201dadf010b11795f6a350295e272630a93ea,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103280,0x00003280,__rw::__rw_punct_data<char>::~__rw_punct_data(),_ZN4__rw15__rw_punct_dataIcED2Ev,__rw::__rw_punct_data<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003281,2de43056942e39abd71f3b39e80201dadf010b11795f6a350295e272630a93ea,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010328C,0x0000328C,__rw::__rw_numpunct_impl_data<char>::~__rw_numpunct_impl_data(),_ZN4__rw23__rw_numpunct_impl_dataIcED1Ev,__rw::__rw_numpunct_impl_data<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000328D,8da49e85a52d0fa122452a264d51a6983b1f345702fef281a79c7a2485dfcee6,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010328C,0x0000328C,__rw::__rw_numpunct_impl_data<char>::~__rw_numpunct_impl_data(),_ZN4__rw23__rw_numpunct_impl_dataIcED2Ev,__rw::__rw_numpunct_impl_data<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000328D,8da49e85a52d0fa122452a264d51a6983b1f345702fef281a79c7a2485dfcee6,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103340,0x00003340,std::__rw_exception::what() const,_ZNKSt14__rw_exception4whatEv,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003341,a78fc9996461c9de89dede305a4ebaddf18e69f73df2a59a239610bf4bdef4cd,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103344,0x00003344,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::do_unshift(std::__mbstate_t&, char*, char*, char*&) const",_ZNKSt14codecvt_bynameIwcSt11__mbstate_tE10do_unshiftERS0_PcS3_RS3_,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003345,627530bdce3848bfc0f9cfafde3159042284d086a420060231fe3791a12aadb5,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103368,0x00003368,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::do_encoding() const",_ZNKSt14codecvt_bynameIwcSt11__mbstate_tE11do_encodingEv,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003369,e1e099f3efa43dce365ae094663b1e07d64d5f49c952ef81251e8b7c2b42fa6a,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103384,0x00003384,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::do_max_length() const",_ZNKSt14codecvt_bynameIwcSt11__mbstate_tE13do_max_lengthEv,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003385,221a20596def3f1ed67f3f3744fd24d207c540d8279ab1d075659b448e5427c2,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010338C,0x0000338C,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::do_always_noconv() const",_ZNKSt14codecvt_bynameIwcSt11__mbstate_tE16do_always_noconvEv,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000338D,a7ddd513d149ea16fdd4db3f82267f83087aeaddd06b5dde5468adb704205fc4,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010363C,0x0000363C,"std::ctype<char>::do_tolower(char*, char const*) const",_ZNKSt5ctypeIcE10do_tolowerEPcPKc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000363D,7e6532a05c44bab14675a28d14cd5f80079519d8b61a8828cb58c8af166eea7f,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010366A,0x0000366A,std::ctype<char>::do_tolower(char) const,_ZNKSt5ctypeIcE10do_tolowerEc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000366B,c4a64b787c5bbce3f15913fe0ebd6c08649e9823b132fbd55ee08afdfd2a8616,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010368A,0x0000368A,"std::ctype<char>::do_toupper(char*, char const*) const",_ZNKSt5ctypeIcE10do_toupperEPcPKc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000368B,7eb89c01a4f19817dbefdf592d715264d853d01f747f9d777ef4fed3c8a7e467,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001036B8,0x000036B8,std::ctype<char>::do_toupper(char) const,_ZNKSt5ctypeIcE10do_toupperEc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000036B9,ad5e0f0392d62ab7dd69d581cbc2e7a04991d0c5277c32bad987cac985ad304a,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001036D8,0x000036D8,"std::ctype<char>::do_widen(char const*, char const*, char*) const",_ZNKSt5ctypeIcE8do_widenEPKcS2_Pc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000036D9,d6c740771bb4a6fa48306cf445d15601dfd787991b769ae92a5a616b33383db4,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001036E8,0x000036E8,std::ctype<char>::do_widen(char) const,_ZNKSt5ctypeIcE8do_widenEc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000036E9,3fcd8c24536770ad653e50315cb985488ae1cfc3ff3bd739a4764f4f6d004633,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001036EC,0x000036EC,"std::ctype<char>::do_narrow(char const*, char const*, char, char*) const",_ZNKSt5ctypeIcE9do_narrowEPKcS2_cPc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000036ED,145dcd6c90b0256e179aed0e4815fd41f4041b5955350f630870f66097ac0cef,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x001036FC,0x000036FC,"std::ctype<char>::do_narrow(char, char) const",_ZNKSt5ctypeIcE9do_narrowEcc,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x000036FD,3fcd8c24536770ad653e50315cb985488ae1cfc3ff3bd739a4764f4f6d004633,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x0010383C,0x0000383C,"std::codecvt<wchar_t, char, std::__mbstate_t>::do_length(std::__mbstate_t const&, char const*, char const*, unsigned int) const",_ZNKSt7codecvtIwcSt11__mbstate_tE9do_lengthERKS0_PKcS5_j,"std::codecvt<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x0000383D,57549cd5a80973a6db0c6b8320781acf567fdaa252fcda024fdb9011b6253732,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103A5C,0x00003A5C,std::ctype_byname<char>::~ctype_byname(),_ZNSt12ctype_bynameIcED0Ev,std::ctype_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003A5D,0220107d11a94ff91433f6b4e11276a17f052f43ecd9b5f676062de6e97be2ea,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103A68,0x00003A68,std::ctype_byname<char>::~ctype_byname(),_ZNSt12ctype_bynameIcED1Ev,std::ctype_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003A69,9a2c70c207e111cc1d7a15c1b202ba2e277c091824330d6eb76596a47c655d10,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103A68,0x00003A68,std::ctype_byname<char>::~ctype_byname(),_ZNSt12ctype_bynameIcED2Ev,std::ctype_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003A69,9a2c70c207e111cc1d7a15c1b202ba2e277c091824330d6eb76596a47c655d10,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103AF8,0x00003AF8,std::__rw_exception::__rw_exception(),_ZNSt14__rw_exceptionC1Ev,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003AF9,71b652b1f813910ccc14ffaa83496749a4e70070573ecc9ea2c6c03ae4b617d0,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103AF8,0x00003AF8,std::__rw_exception::__rw_exception(),_ZNSt14__rw_exceptionC2Ev,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003AF9,71b652b1f813910ccc14ffaa83496749a4e70070573ecc9ea2c6c03ae4b617d0,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B0C,0x00003B0C,std::__rw_exception::~__rw_exception(),_ZNSt14__rw_exceptionD0Ev,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B0D,48168a15c3be7be10728e45c2987c39e5f500d26c445266aa03584d5937f0795,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B18,0x00003B18,std::__rw_exception::~__rw_exception(),_ZNSt14__rw_exceptionD1Ev,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B19,80a4a114cb6b53bb5fbff5e1ff74182edb0c5ae61508ad1b12c34a3be61ec4b2,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B18,0x00003B18,std::__rw_exception::~__rw_exception(),_ZNSt14__rw_exceptionD2Ev,std::__rw_exception,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B19,80a4a114cb6b53bb5fbff5e1ff74182edb0c5ae61508ad1b12c34a3be61ec4b2,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B34,0x00003B34,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::~codecvt_byname()",_ZNSt14codecvt_bynameIwcSt11__mbstate_tED0Ev,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B35,3cddfb9eb163f791314fe10a3b1c75539db3a07f2cfa5829596dc1361f8599d9,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B3C,0x00003B3C,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::~codecvt_byname()",_ZNSt14codecvt_bynameIwcSt11__mbstate_tED1Ev,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B3D,c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B3C,0x00003B3C,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>::~codecvt_byname()",_ZNSt14codecvt_bynameIwcSt11__mbstate_tED2Ev,"std::codecvt_byname<wchar_t, char, std::__mbstate_t>",FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B3D,c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B3E,0x00003B3E,std::collate_byname<char>::~collate_byname(),_ZNSt14collate_bynameIcED0Ev,std::collate_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B3F,96a46c04c03981d82e4deec36d1299876553cac371292cb4d855fba15ccf6473,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B4C,0x00003B4C,std::collate_byname<char>::~collate_byname(),_ZNSt14collate_bynameIcED1Ev,std::collate_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B4D,a64d0d50f5b059591a9b891fb23caee01036dd2c713bd1ed3368741c71a5992a,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B4C,0x00003B4C,std::collate_byname<char>::~collate_byname(),_ZNSt14collate_bynameIcED2Ev,std::collate_byname<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B4D,a64d0d50f5b059591a9b891fb23caee01036dd2c713bd1ed3368741c71a5992a,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B64,0x00003B64,std::__rw_open_cat_data::__rw_open_cat_data(),_ZNSt18__rw_open_cat_dataC1Ev,std::__rw_open_cat_data,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B65,93f2df2a116e3125717f2f607d8dacc591e7a5ac54842958a66f6befcd2c627c,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B64,0x00003B64,std::__rw_open_cat_data::__rw_open_cat_data(),_ZNSt18__rw_open_cat_dataC2Ev,std::__rw_open_cat_data,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B65,93f2df2a116e3125717f2f607d8dacc591e7a5ac54842958a66f6befcd2c627c,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B7E,0x00003B7E,std::__rw_open_cat_data::~__rw_open_cat_data(),_ZNSt18__rw_open_cat_dataD1Ev,std::__rw_open_cat_data,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B7F,2f525806d66825a138709510c2f96ef4f8fdea9a46bc086d66427f4b9b0a46be,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103B7E,0x00003B7E,std::__rw_open_cat_data::~__rw_open_cat_data(),_ZNSt18__rw_open_cat_dataD2Ev,std::__rw_open_cat_data,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003B7F,2f525806d66825a138709510c2f96ef4f8fdea9a46bc086d66427f4b9b0a46be,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103CA4,0x00003CA4,std::ctype<char>::~ctype(),_ZNSt5ctypeIcED0Ev,std::ctype<char>,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003CA5,64d57b473a1592c370fa8ba6ac8e39e6f8b73a19050b426ea523bb2957740f64,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103CB0,0x00003CB0,std::locale::_C_remove_facets(int),_ZNSt6locale16_C_remove_facetsEi,std::locale,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003CB1,ff300f34b16790f98a5e392d0054562831a518ddf4b915a0c1f2054d03f1b169,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D04,0x00003D04,std::locale::facet::~facet(),_ZNSt6locale5facetD0Ev,std::locale::facet,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D05,237a33beb62242cb01935a8d962790502cc1f13b1043f429251d4f9ee57ac5d7,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D0C,0x00003D0C,std::locale::facet::~facet(),_ZNSt6locale5facetD1Ev,std::locale::facet,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D0D,c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D0C,0x00003D0C,std::locale::facet::~facet(),_ZNSt6locale5facetD2Ev,std::locale::facet,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D0D,c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D0E,0x00003D0E,std::locale::locale(std::locale const&),_ZNSt6localeC1ERKS_,std::locale,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D0F,59030915c18c3f7c3045eed911df7e1e891ef405cefaee78d648a483f4ebcf2f,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D0E,0x00003D0E,std::locale::locale(std::locale const&),_ZNSt6localeC2ERKS_,std::locale,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D0F,59030915c18c3f7c3045eed911df7e1e891ef405cefaee78d648a483f4ebcf2f,Static address resolved from CRS segment base; cleared Thumb-state bit 0
PokemonMoon_US_v1_0,0x00103D1C,0x00003D1C,std::locale::locale(),_ZNSt6localeC1Ev,std::locale,FUNCTION,RETAIL_ORIGINAL_SYMBOL,ORIGINAL_EXPORT,retail CRO0 named export table,PokemonMoon_US_v1_0,static.crs,|static|,.text,0x00003D1D,1dc680d348829b9c2791c93cbd8edcc1f7e93a084b9b7a2bb532edcfff4cef30,Static address resolved from CRS segment base; cleared Thumb-state bit 0
