cluster_id,blocker,namespace,shared_dependency,module,candidate_count,total_size,checker_pass,known_symbols,unknown_types,offsets,score,priority,addresses
b141ea91fe03,uncertain member offset,NetApp::NBR::NBRNet,CONCAT11,static.crs,1,64,1,1,2,0x35,16,LOW,0x003CEFB4
c260166c22d7,unresolved external call,NetAppLib::BattleVideoPlayer::VideoDataManager,CONCAT44,static.crs,3,280,3,3,3,,16,LOW,0x00457F38;0x00458294;0x004568D4
785663b0d0fc,unresolved external call,NetAppLib::JoinFesta::JoinFestaAttractionManager,FUN_0046cdf4,static.crs,1,36,1,1,2,,16,LOW,0x00470830
f394c889c453,uncertain member offset,NetAppLib::JoinFesta::JoinFestaPersonalData,JoinFestaPacketUtil::IsSameFriendKey,static.crs,1,48,1,1,2,0x2c;0x30;0x34,16,LOW,0x004AAA60
9a04b5a60c9d,uncertain member offset,NetAppLib::JoinFesta::JoinFestaPersonalData,__aeabi_memclr4,static.crs,1,84,1,1,2,0xc;0x10;0x208;0x20c;0x210;0x214;0x218;0x21c;0x220;0x224;0x228;0x22c;0x230;0x234,16,LOW,0x004AAC34
5e155db8fbc5,unresolved external call,NetAppLib::JoinFestaUI::JoinFestaPlayerListPlayerInfoUpperView,NetApplicationViewBase::NetApplicationViewBase,static.crs,1,112,1,1,2,0x30;0x6f,16,LOW,0x00454194
b3493c810c75,uncertain member offset,NetAppLib::JoinFestaUI::JoinFestaPlayerListSelectLowerViewBase,UI::NetAppMenuCursor::Draw,static.crs,1,4,1,1,2,0x60;0x80;0xa0;0xa4,16,LOW,0x00455220
4126205783b7,uncertain member offset,NetAppLib::System::NetAppFrameBase,,static.crs,1,40,1,1,2,0x18;0x34,16,LOW,0x0045ECB8
98cbc4ce6a0c,unresolved external call,NetAppLib::UI::NetAppMenuCursor,LytMultiResID::LytMultiResID,static.crs,1,56,1,1,2,0xc,16,LOW,0x00459944
45c4957b5f00,unresolved external call,NetAppLib::UI::NetAppQRTexture,,static.crs,1,48,1,1,2,,16,LOW,0x00458F40
ffd374e80f12,ABI uncertainty,NetAppLib::UI::RegulationDrawInfo,GetBattleNameMessageID,static.crs,1,32,1,1,2,,16,LOW,0x00459C98
c9de91f04ee8,uncertain member offset,NetAppLib::Util::NetAppPokeModelUtility,,static.crs,1,68,1,1,2,0x10;0x28,16,LOW,0x0045C458
4c8d2475f9b6,unresolved external call,NetAppLib::Util::NetAppPokeModelUtility,,static.crs,1,88,1,1,2,,16,LOW,0x0045CE34
bf9b3b95768b,unresolved external call,NetEvent::FatalError::FatalErrorEvent,GameSys::GameEvent::GameEvent,static.crs,1,28,1,1,2,,16,LOW,0x0041FD00
04101fea761a,unknown this-pointer type,NetEvent::JoinFestaAttractionRetireEvent,GameEvent,static.crs,1,20,1,1,2,,16,LOW,0x00426A3C
e9bf4bd63ef8,unknown this-pointer type,PokeRegulation,,static.crs,1,24,1,1,2,,16,LOW,0x001601E4
b8d17d0fb0dc,ABI uncertainty,PokeTool,GetDrawSex,static.crs,1,48,1,1,2,,16,LOW,0x0042A940
4b94d3968450,unresolved external call,Regulation,,static.crs,1,32,1,1,2,,16,LOW,0x0015AF60
31437ea266ba,unknown this-pointer type,Savedata::GtsData,void,static.crs,1,24,1,1,2,,16,LOW,0x004434A4
8270aa605c6a,uncertain member offset,Savedata::JoinFestaDataSave,CONCAT44,static.crs,1,100,1,1,2,0x318,16,LOW,0x0043E9E0
6879c41d7868,unknown this-pointer type,Savedata::JoinFestaDataSave,System::GflUse::GetPublicRand,static.crs,1,20,1,1,2,,16,LOW,0x0043EE18
ee0e46719f0d,unresolved external call,Savedata::MysteryGiftSave,__aeabi_memcpy4,static.crs,1,20,1,1,2,,16,LOW,0x0043B958
c92d6ee148e0,unresolved external call,Sound,FUN_0035bff0,static.crs,1,48,1,1,2,,16,LOW,0x003A9630
071a65c205d9,unresolved external call,Sound,FUN_003aae0c,static.crs,1,48,1,1,2,,16,LOW,0x003AD210
89a662c269c7,unresolved external call,System::EnvAccessor,FUN_00583728,static.crs,1,28,1,1,2,,16,LOW,0x003E4540
4eb69534e253,unknown this-pointer type,System::ModelRenderPath,gfl2::renderingengine::renderer::DrawManager::Update,static.crs,1,32,1,1,2,,16,LOW,0x003E545C
94d193b023b1,unresolved external call,System::NijiOutLinePostSceneRenderPath,FUN_0041bd80,static.crs,1,28,1,1,2,,16,LOW,0x003E7600
07b93644b204,unresolved external call,app::tool::AppToolHPGaugePartsLayout,FUN_002fb9fc,static.crs,1,56,1,1,2,0x34,16,LOW,0x002FBBD4
70c6842866d4,unresolved external call,app::tool::AppToolTrainerIconRendering,FUN_002fd2b0,static.crs,1,20,1,1,2,,16,LOW,0x002FCFF8
1236740f12ee,uncertain member offset,app::tool::CharaSimpleModel,poke_3d::model::BaseModel::SetPosition,static.crs,1,56,1,1,2,0x74,16,LOW,0x002F23BC
cc8ea57819ba,uncertain member offset,app::tool::IconObject,CONCAT44,static.crs,1,44,1,1,2,0x1c,16,LOW,0x002E89FC
d8177d9c4bdd,unresolved external call,app::tool::InfoWindowSheetType,FUN_002faba4,static.crs,1,4,1,1,2,0x70;0x78;0x80;0x84;0x88;0x98,16,LOW,0x002F9020
e50a839013d1,unresolved external call,app::tool::ItemIcon,FUN_002e8ef0,static.crs,1,76,1,1,2,,16,LOW,0x002FF840
10a15cc06eaa,uncertain member offset,app::tool::PaneList,ButtonManager::SetButtonSelectSE,static.crs,1,36,1,1,2,0x78;0x7c,16,LOW,0x0030404C
a597c0bbed60,unresolved external call,app::tool::PaneListView,ui::UIView::UIView,static.crs,1,68,1,1,2,0x14,16,LOW,0x002EBEB4
1c169f42d5f0,unknown this-pointer type,app::tool::PokeIcon,LytTexReplaceSystem::ReplaceTexture,static.crs,1,24,1,1,2,,16,LOW,0x00305388
babc555b80f2,unresolved external call,app::tool::PokeIcon,FUN_002e8ef0,static.crs,1,76,1,1,2,,16,LOW,0x003053A0
4e6368f92a90,uncertain member offset,app::tool::PokeIconToolEx,util::G2DUtil::StartAnime,static.crs,1,36,1,1,2,0x18,16,LOW,0x002EFF84
51360071f9db,unknown this-pointer type,app::ui::UIView,gfl2::debug::GFLassert,static.crs,1,40,1,1,2,,16,LOW,0x002E78C4
f238aac76626,unknown this-pointer type,app::util::G2DUtil,print::SetStringForLytTextBox,static.crs,1,16,1,1,2,,16,LOW,0x00311070
b48060686cde,unresolved external call,applib::frame::Manager,,static.crs,1,44,1,1,2,0xc;0x10;0x14,16,LOW,0x003EE0C4
1833613294e7,ABI uncertainty,gfl2::Effect::System,,static.crs,1,16,1,1,2,,16,LOW,0x0035E0D8
5754098175a4,unresolved external call,gfl2::Effect::System,FUN_0029ae5c,static.crs,1,24,1,1,2,,16,LOW,0x0035DF78
149526cecc98,unresolved external call,gfl2::Effect::System,FUN_0029b788,static.crs,1,80,1,1,2,,16,LOW,0x0035E088
394acd385e9e,unknown this-pointer type,gfl2::renderingengine::renderer::util::DofRenderPath,,static.crs,1,8,1,1,2,,16,LOW,0x00337750
e78534109a9e,unresolved external call,gfl2::str::MsgData,,static.crs,1,100,1,1,2,,16,LOW,0x00356298
8d10ea6e811a,unresolved external call,gfl2::system::Date,,static.crs,1,24,1,1,2,,16,LOW,0x0035E910
8e6c9c56f359,unresolved external call,gfl2::system::Date,FUN_00478d6c,static.crs,1,88,1,1,2,,16,LOW,0x0035E890
80227e6fa181,uncertain member offset,gfl2::thread::Event,,static.crs,3,48,3,3,3,0xc;0x10;0x14,16,LOW,0x0035F16C;0x0035F110;0x0035F120
65881de64e11,uncertain member offset,gflnet2::ServerClient::ServerClientRequestManager,CONCAT44,static.crs,1,48,1,1,2,0x10,16,LOW,0x003F4A68
ff4159525afb,unresolved external call,item,gfl2::heap::GflHeapFreeMemoryBlock,static.crs,1,36,1,1,2,,16,LOW,0x0036D1DC
a1745cd75f57,unresolved external call,nw::lyt::Layout,,static.crs,1,12,1,1,2,,16,LOW,0x002A5DD4
a3fab54a1625,uncertain member offset,nw::lyt::TexMap,,static.crs,1,96,1,1,2,0xc;0x10,16,LOW,0x00485D48
614c7c9b8308,unknown this-pointer type,pml::PokeParty,GetMemberCountEx,static.crs,1,8,1,1,2,,16,LOW,0x00493BCC
89f9960792af,unresolved external call,pml::pokepara::CoreParam,FUN_0031ad5c,static.crs,1,48,1,1,2,0xc,16,LOW,0x0031DA7C
64651a1f6406,ABI uncertainty,pml::wazadata,GetCategory,static.crs,1,20,1,1,2,,16,LOW,0x0031E168
ebb82114d792,ABI uncertainty,pml::wazadata,GetDamageType,static.crs,1,20,1,1,2,,16,LOW,0x0031E200
dc4c0882ca68,uncertain member offset,poke_3d::model::BaseCamera,gfl2::animation::AnimationSlotBase::SetAnimationResource,static.crs,1,40,1,1,2,0x20,16,LOW,0x0040D508
f90f7b9eee08,unresolved external call,poke_3d::model::BaseModel,FUN_004111e8,static.crs,1,84,1,1,2,0xe8,16,LOW,0x004182B4
bc87997b10d0,uncertain member offset,poke_3d::model::DressUpModelResourceManager,,static.crs,1,44,1,1,2,0x28;0x2c;0x30;0x34;0x38;0x80,16,LOW,0x00414724
889b66077908,unknown this-pointer type,poke_3d::model::PokemonModel,,static.crs,1,36,1,1,2,,16,LOW,0x0040F9B4
a80425e62a54,unknown this-pointer type,poke_3d::renderer::DistortionPostRenderPath,gfl2::renderingengine::renderer::DrawManager::AddDrawEnv,static.crs,1,8,1,1,2,,16,LOW,0x0041CE54
1773e9d9e195,unresolved external call,print::MessageWindow,,static.crs,1,12,1,1,2,,16,LOW,0x003BECBC
97fe067f5803,uncertain member offset,App::Tool::MapManager,,static.crs,1,20,1,1,3,0x174;0x178,15,LOW,0x002C97AC
eab7b9b09a2f,unresolved external call,App::Tool::MessageMenuView,app::ui::UIView::UIView,static.crs,1,100,1,1,3,,15,LOW,0x002CED80
c975c336915c,unresolved external call,AppLib::Tool::PokeCapAccesser,,static.crs,1,20,1,1,3,,15,LOW,0x003C43E4
041589a9fbea,uncertain member offset,BattleInst::BattleInst,,static.crs,3,124,3,3,4,0x5ac;0x5c0;0x1320;0x1330,15,LOW,0x00158D00;0x00158570;0x001587B0
fb7f7a6dfc44,unknown this-pointer type,Field::EventFieldQuickMatch,,static.crs,1,12,1,1,3,,15,LOW,0x003930CC
56bed021e624,unknown this-pointer type,Field::EventFieldReport,,static.crs,1,12,1,1,3,,15,LOW,0x0038C42C
c6942def44bf,ABI uncertainty,Field::EventMapJump,CreateMapJumpOtherWorldTime,static.crs,1,36,1,1,3,,15,LOW,0x00384314
f1529a57072f,unresolved external call,Field::MoveModel::FieldMoveModelPlayer,CONCAT44,static.crs,1,76,1,1,3,0x34c,15,LOW,0x003A0370
0cdee20a5452,unresolved external call,Global,nn::os::CriticalSection::Initialize,static.crs,1,44,1,1,3,,15,LOW,0x00520ED8
f85d0ef8e5ca,unresolved external call,Global,FUN_00172080,static.crs,1,80,1,1,3,,15,LOW,0x00525164
59b42b169331,uncertain member offset,NetAppLib::JoinFesta::JoinFestaPersonalData,__aeabi_memcpy4,static.crs,1,12,1,1,3,0x200,15,LOW,0x00468F00
b1ecf0307096,uncertain member offset,Savedata::GtsData,__aeabi_memcpy4,static.crs,1,12,1,1,3,0x44;0x140,15,LOW,0x0044344C
564816a3fbee,uncertain member offset,Savedata::GtsData,SUB41,static.crs,1,64,1,1,3,0x130,15,LOW,0x004434BC
8be96d44242f,unresolved external call,System::GflUse,FUN_00108208,static.crs,1,48,1,1,3,,15,LOW,0x003EA468
5a03457abc99,unresolved external call,app::sort::StringItem,FUN_002e8630,static.crs,1,36,1,1,3,,15,LOW,0x002E8250
b0c8ad667545,unresolved external call,app::sort::StringWaza,FUN_002e8630,static.crs,1,36,1,1,3,0xb,15,LOW,0x002E82B8
394faa1af03a,unresolved external call,app::tool::CursorController,__aeabi_vec_ctor_nocookie_nodtor,static.crs,1,76,1,1,3,0xc;0x10;0x14,15,LOW,0x002F3404
302b1f67a04c,unresolved external call,app::tool::InfoWindowBookType,FUN_002faba4,static.crs,1,16,1,1,3,0x70;0x78;0x80;0x84;0x88;0x98;0xa0,15,LOW,0x002EE994
e475c2178870,unresolved external call,app::tool::InfoWindowBookType,FUN_002fae64,static.crs,1,16,1,1,3,0x70;0x78;0x80;0x88;0x98,15,LOW,0x002EEAF8
2dbb984c6e14,uncertain member offset,app::tool::PaneList,,static.crs,1,28,1,1,3,0x18;0x6c,15,LOW,0x0048E6FC
d997dd659b57,unresolved external call,app::tool::PaneList,,static.crs,1,32,1,1,3,,15,LOW,0x00301B9C
8168d477d168,unknown this-pointer type,app::util::G2DUtil,,static.crs,1,20,1,1,3,,15,LOW,0x0030FD1C
93cf6311c850,unknown this-pointer type,app::util::G2DUtil,gfl2::debug::GFLassert,static.crs,1,36,1,1,3,,15,LOW,0x0030F850
4e3ff563c012,unresolved external call,app::util::GetPaneHelper,,static.crs,1,60,1,1,3,,15,LOW,0x003070E8
5ab46216b5f5,unresolved external call,app::util::KeyRepeatController,,static.crs,1,40,1,1,3,,15,LOW,0x0030C308
2ebddd94048a,ABI uncertainty,gfl2::fs::ArcFile,Result::Result,static.crs,1,52,1,1,3,,15,LOW,0x00497B78
0fe00bec9912,unknown this-pointer type,gfl2::renderingengine::scenegraph::Inheritance,,static.crs,1,12,1,1,3,,15,LOW,0x00322F58
265eca1d045e,unknown this-pointer type,gfl2::thread::Event,,static.crs,3,72,3,3,4,,15,LOW,0x0035F1A8;0x0035F15C;0x0035F17C
498cd99926c4,uncertain member offset,gflnet2::ServerClient::ServerClientRequestManager,Finalize,static.crs,1,24,1,1,3,0x10,15,LOW,0x003F49B8
bfcc8e72b6c0,unresolved external call,pml::personal,FUN_00314a84,static.crs,1,20,1,1,3,,15,LOW,0x003158A4
2e39b8f567a2,unresolved external call,poke_3d::model::BaseModel,FUN_00417e64,static.crs,1,56,1,1,3,0x10;0x14;0x18,15,LOW,0x004186BC
d94cd9b84864,ABI uncertainty,Field::EventMapJump,CreateMapJumpPos,static.crs,1,32,1,1,4,,14,LOW,0x00383DC8
206fa9858f7b,unresolved external call,Field::FieldSound,FUN_003a88f0,static.crs,1,16,1,1,4,,14,LOW,0x003AD730
68cc6901ffa0,unresolved external call,Savedata::MyStatus,FUN_003e67dc,static.crs,1,28,1,1,4,0x5c,14,LOW,0x00443920
b1e5f9f82031,unresolved external call,mw::qre::QREncoder,FUN_00447d10,static.crs,1,8,1,1,4,,14,LOW,0x00163B24
3a6f82ab85a6,unresolved external call,mw::qre::QREncoder,FUN_0044807c,static.crs,1,24,1,1,4,,14,LOW,0x00163AB4
894d87541fd0,unknown this-pointer type,poke_3d::model::BaseModel,SetRotation,static.crs,1,32,1,1,4,,14,LOW,0x00417340
01dd6c2fed73,unresolved external call,poke_3d::model::DressUpModel,CharaModel::CharaModel,static.crs,1,48,1,1,4,,14,LOW,0x0040F3D8
b2628df2be93,unknown this-pointer type,Field::Encount::EventSymbolEncount,,static.crs,1,16,1,1,5,,13,LOW,0x003980A8
4c0a6cf85db1,unresolved external call,Field::FieldSound,FUN_003ace30,static.crs,1,16,1,1,5,,13,LOW,0x003AD8B4
68c34f53eadf,unknown this-pointer type,gflnet2::nex::NexMatchMakingRule,,static.crs,1,44,1,1,5,,13,LOW,0x003FC4D4
ff9549bee71a,unresolved external call,Field::EventBattleCall,FUN_0038a8dc,static.crs,2,164,2,2,0,,6,LOW,0x0038AF64;0x0038A3E4
2b2b48ac1ba2,unresolved external call,NetAppLib::BattleVideoPlayer::VideoDataManager,,static.crs,2,92,2,2,0,,6,LOW,0x00456734;0x00457CA8
c6cb6bdb7518,unresolved external call,NetLib::Error::NijiNetworkErrorDialogStatus,,static.crs,2,28,2,2,1,,5,LOW,0x003DF9B8;0x003DFAB8
eccc63ecf678,uncertain member offset,gfl2::thread::Thread,,static.crs,2,32,2,2,2,0x18;0x2c,4,LOW,0x0035F21C;0x0035F20C
b082a67c38db,missing class declaration,NetLib::Error::NijiNetworkErrorManager,,static.crs,1,24,1,1,0,,3,LOW,0x004A2D88
b8dadf97e4ff,missing class declaration,pml::battle::TypeAffinity,,static.crs,1,32,1,1,0,,3,LOW,0x00314264
7ecd3ccd91ff,unresolved external call,pml::battle::TypeAffinity,FUN_00314110,static.crs,1,40,1,1,0,,-7,LOW,0x0031423C
c4cb895463be,uncertain member offset,BattleInst::BattleInst,pml::PokeParty::GetMemberPointer,static.crs,1,48,1,1,1,0xf4,-8,LOW,0x00159598
aa400698fbb8,uncertain member offset,BattleInst::BattleInst,print::WordSet::RegisterWord,static.crs,1,56,1,1,1,0x1318;0x132c,-8,LOW,0x00159E38
e6ddc90f593f,unresolved external call,BattleInst::BattleInst,FUN_00493a2c,static.crs,1,72,1,1,1,0x30;0x1b7;0x12e0;0x12e8;0x1318,-8,LOW,0x001585FC
03126050bc23,unknown this-pointer type,BattleInst::BattleInstManager,,static.crs,1,16,1,1,1,,-8,LOW,0x0015A888
48534359616d,unresolved external call,ExtSavedata::BattleRecorderSaveData,FUN_0015b348,static.crs,1,48,1,1,1,,-8,LOW,0x0015D5AC
6ce53595f5fc,unresolved external call,Field::EventBattleCall,FUN_0038a494,static.crs,1,72,1,1,1,0x20,-8,LOW,0x0038A440
d2897869df06,unknown this-pointer type,NetAppLib::BattleVideoPlayer::VIDEO_DATA,,static.crs,1,24,1,1,1,,-8,LOW,0x00456400
5fb170d86810,unknown this-pointer type,NetLib::Error::NijiNetworkError,GFLassert,static.crs,1,44,1,1,1,,-8,LOW,0x003DE400
25c812f2f02e,unresolved external call,NetLib::Error::NijiNetworkError,,static.crs,1,36,1,1,1,,-8,LOW,0x003DED8C
517c0a21f061,unresolved external call,NetLib::Error::NijiNetworkError,FUN_001d1e5c,static.crs,1,52,1,1,1,,-8,LOW,0x003DE42C
6ff84b2b0bec,ABI uncertainty,NetLib::Error::NijiNetworkErrorManager,,static.crs,1,44,1,1,1,,-8,LOW,0x004A2D4C
d86fb1c8c0e8,unresolved external call,NetLib::NijiNetworkSystem,FUN_00357738,static.crs,1,40,1,1,1,,-8,LOW,0x003D1978
c31c8eaf3688,unresolved external call,Savedata::BattleInstSave,GetCountMax,static.crs,1,8,1,1,1,,-8,LOW,0x0043AFAC
a4a92678a0eb,ABI uncertainty,gfl2::base::SingletonAccessor<NetLib::Error::NijiNetworkErrorManager>,GetInstance,static.crs,1,12,1,1,1,,-8,LOW,0x00357688
bcb9fa49cf40,uncertain member offset,gfl2::thread::Thread,call,static.crs,1,16,1,1,1,0x14,-8,LOW,0x0035F234
79a6d162353c,unresolved external call,gfl2::thread::ThreadStatic,nn::os::Thread::SleepImpl,static.crs,1,40,1,1,1,,-8,LOW,0x0035EB44
764df13f96bb,unresolved external call,BattleInst::BattleInst,FUN_0031ed60,static.crs,1,52,1,1,2,0x30;0x1b7;0x12ec;0x12f4;0x12f8,-9,LOW,0x001577C0
c70cb654e224,unresolved external call,NetLib::Error::NijiNetworkError,FUN_003dea4c,static.crs,1,44,1,1,2,0xb,-9,LOW,0x003DE8C8
8762fa0e3a25,unresolved external call,System::nijiAllocator,FUN_003e4fe4,static.crs,1,52,1,1,2,,-9,LOW,0x003E521C
9b65392a880b,unresolved external call,gfl2::heap::NwAllocator,,static.crs,1,24,1,1,2,,-9,LOW,0x00357F54
32419bd99ae8,unresolved external call,gfl2::util::GLHeapAllocator,,static.crs,1,16,1,1,2,,-9,LOW,0x0035B2B4
