cluster_id,blocker,namespace,shared_dependency,module,candidate_count,total_size,checker_pass,known_symbols,unknown_types,offsets,score,priority,addresses
e544ab4f32bd,unresolved external call,Savedata::ResortSave,,static.crs,23,1256,23,23,51,0x5669;0x56af;0x56b0;0x56f8;0x56f9,253,HIGH,0x00438F48;0x004384FC;0x004388F0;0x00438BC0;0x00438D40;0x00439050;0x00439524;0x00437D7C;0x00438040;0x004386D0;0x004389B4;0x00438B00;0x00438CA0;0x00438CD4;0x00438E4C;0x004390F4;0x00439128;0x0043915C;0x004395E8;0x0043961C;0x00437DC4;0x004380D0;0x00438FD8
1ca280a42aef,uncertain member offset,NetApp::NBR::NBRNet,gflnet2::p2p::NetGame::SendDataCommand,static.crs,12,680,12,12,6,0x28;0x29;0x2a;0x2b;0x2c;0x2d;0x2e;0x30;0x32;0x33;0x34;0x36,155,HIGH,0x003CEB90;0x003CF138;0x003CF168;0x003CEBF4;0x003CF214;0x003CF288;0x003CF42C;0x003CEE88;0x003CF24C;0x003CEBC0;0x003CEF74;0x003CF0EC
ef9ad13ecd1d,unresolved external call,gfl2::ui::TouchPanel,FUN_001054dc,static.crs,10,252,10,10,9,,126,HIGH,0x00497FA0;0x00497FB0;0x0049814C;0x0049815C;0x004981E0;0x00498220;0x00498230;0x00497F80;0x004981A8;0x0049816C
e7f551b67152,unresolved external call,print::WordSet,FUN_003c11f8,static.crs,10,956,10,10,11,0x43;0x6b,124,HIGH,0x003C1A74;0x003C181C;0x003C1664;0x003C1020;0x003C1060;0x003C1B68;0x003C1F10;0x003C0FB8;0x003C1D44;0x003C15DC
36eff049015d,unknown this-pointer type,poke_3d::model::BaseCamera,,static.crs,9,132,9,9,19,,103,HIGH,0x0040D2C4;0x0040D104;0x0040D2D4;0x0040D490;0x0040D5CC;0x0040D10C;0x0040D058;0x0040D03C;0x0040D2DC
df237e4af206,ABI uncertainty,ExtSavedata::RegulationExtSaveData,GetInstance,static.crs,8,140,8,8,8,,101,HIGH,0x0015B230;0x0015C198;0x0015C2B8;0x0015C308;0x0015BF60;0x0015C028;0x0015C220;0x0015C268
27216810f1a9,uncertain member offset,app::util::G2DUtil,,static.crs,7,220,7,7,8,0x14;0x1c;0x24;0x2c;0x34;0x38;0x3c,88,MEDIUM,0x0030F8FC;0x0048EE3C;0x0030F5A4;0x0048EEC0;0x00310CEC;0x00310E2C;0x003100C0
25621959e87b,unresolved external call,gfl2::ui::VectorDevice,FUN_001054dc,static.crs,6,140,6,6,3,,80,MEDIUM,0x004983E8;0x0049868C;0x0049869C;0x00498704;0x00498730;0x00498754
6da6ff7be36c,uncertain member offset,NetAppLib::P2PTrade::P2PTradeRequestClient,,static.crs,6,192,6,6,6,0x2190,77,MEDIUM,0x00464B80;0x00464BA0;0x00464BF4;0x00464CF0;0x00464D18;0x00464D38
4534de888c8c,unresolved external call,Sound,FUN_003ad9d8,static.crs,5,312,5,5,1,,69,MEDIUM,0x003A9828;0x003AA76C;0x003AD370;0x003AA730;0x003ACD74
44f6b7cbb514,unresolved external call,gfl2::ui::Button,FUN_001054dc,static.crs,5,352,5,5,1,,69,MEDIUM,0x001049F8;0x00498F90;0x00498F40;0x00498F08;0x00498FD8
0ee3ce0838e1,unresolved external call,PokeTool::PokemonSort,FUN_0042c454,static.crs,5,200,5,5,5,0x20;0x24,65,MEDIUM,0x0042C00C;0x0042C038;0x0042C7A8;0x0042C424;0x0042C770
51f097ed97da,unknown this-pointer type,Savedata::ResortSave,,static.crs,5,72,5,5,5,,65,MEDIUM,0x004391AC;0x004391C8;0x00439910;0x00438B4C;0x0043933C
503f5699aded,uncertain member offset,app::util::G2DUtil,gfl2::lyt::LytWk::GetPane,static.crs,5,252,5,5,5,0x14,65,MEDIUM,0x0048EFA4;0x0048EFC0;0x0048EE78;0x003116D0;0x0030F778
9470e9e80a51,unresolved external call,pml::pokepara::CoreParam,FUN_0031a338,static.crs,5,276,5,5,6,0xc,64,MEDIUM,0x0031D984;0x0031AD14;0x004918FC;0x0031AF30;0x0031A1B8
56ec1e149037,unknown this-pointer type,Field::FieldScript::FieldScriptSystem,,static.crs,5,108,5,5,11,,59,MEDIUM,0x00381040;0x00380778;0x00380620;0x0049CF90;0x00380A4C
878e30ecbc5e,unresolved external call,PokeTool::KawaigariParamCareCoreManager,FUN_00430888,static.crs,4,312,4,4,0,0xc,57,MEDIUM,0x0043072C;0x00430774;0x004307C4;0x00430814
6f594eb4f98f,uncertain member offset,Regulation,,static.crs,4,112,4,4,4,0x10;0x1c;0x22;0x2e,53,MEDIUM,0x00474CEC;0x00474D74;0x00474C40;0x00474C9C
e8683d968285,uncertain member offset,Savedata::BattleInstSave,,static.crs,6,124,6,6,5,0xc;0x14;0x24;0x154;0x156,53,MEDIUM,0x0043B0CC;0x004A6CD8;0x004A6CFC;0x0043B234;0x0043B0B4;0x0043B018
334d3b571d7e,ABI uncertainty,app::util::FileAccessor,GetInstance,static.crs,4,88,4,4,4,,53,MEDIUM,0x0030687C;0x00497508;0x00306858;0x00306B74
db6551cde418,uncertain member offset,gfl2::ui::Gyroscope,call,static.crs,4,64,4,4,4,0x48,53,MEDIUM,0x0034736C;0x0034737C;0x0034738C;0x0034739C
27b177d91f49,uncertain member offset,poke_3d::model::BaseModel,,static.crs,4,88,4,4,7,0x10;0xcc,50,MEDIUM,0x004A54C0;0x00417928;0x004A59F0;0x004A5A50
f7e8887752db,unresolved external call,NetLib::NijiNetworkSystem,,static.crs,6,144,6,6,9,,49,MEDIUM,0x003D25C8;0x003D18A0;0x003D184C;0x003D2604;0x003D2700;0x003D18D4
e7b66d73da5f,ABI uncertainty,System::DressUp,,static.crs,4,424,4,4,8,,49,MEDIUM,0x003ED79C;0x003ED870;0x003ED72C;0x003ED800
f84e531d69c0,unresolved external call,Global,,static.crs,4,168,4,4,9,0xc;0x10;0x14,48,MEDIUM,0x0052136C;0x005209C4;0x005215D4;0x001541A4
4f2c927a79ad,unknown this-pointer type,Savedata::MyItem,,static.crs,4,84,4,4,9,,48,MEDIUM,0x004A7F74;0x00442898;0x004421CC;0x0044273C
ad1f60d49e97,unknown this-pointer type,poke_3d::model::BaseModel,,static.crs,4,132,4,4,12,,45,MEDIUM,0x00417668;0x004170E4;0x00417110;0x00418600
2a450772cce5,unresolved external call,gfl2::ui::Gyroscope,FUN_001054dc,static.crs,3,48,3,3,0,,44,MEDIUM,0x00499130;0x00499140;0x00499150
7211ae20ff61,unresolved external call,NetAppLib::P2PTrade::P2PTradeRequestClient,,static.crs,3,88,3,3,1,0x10;0x2190,43,MEDIUM,0x00464BD4;0x00464C58;0x00464C14
2191391bb0aa,unresolved external call,Savedata::ZukanData,GFLassertStop,static.crs,3,184,3,3,1,,43,MEDIUM,0x004A9C98;0x004A8FB4;0x00446724
eab3017c396c,unresolved external call,App::Resort::ResortDataManager,,static.crs,3,144,3,3,2,,42,MEDIUM,0x002D82EC;0x002D8350;0x002D82FC
f3442e393f38,ABI uncertainty,Field::Encount::PokeSet,GetInstance,static.crs,3,92,3,3,3,,41,MEDIUM,0x00399380;0x003989A4;0x0049E864
08cfa1956b9a,missing class declaration,Field::EventList::EventListData,GetCurrentIndex,static.crs,2,52,2,2,0,,41,MEDIUM,0x0049EF4C;0x0049EF64
71e2ecf67be0,ABI uncertainty,Field::FieldBerryManager,GetInstance,static.crs,3,108,3,3,3,,41,MEDIUM,0x0038E9E8;0x0049DCDC;0x0049DD50
64b0cfc90390,unresolved external call,GameSys::GameManager,,static.crs,3,36,3,3,3,,41,MEDIUM,0x00104A40;0x004A3230;0x004A3220
245aa2d34f2f,missing class declaration,Savedata::BoxPokemon,CheckPokemon,static.crs,2,160,2,2,0,,41,MEDIUM,0x004371CC;0x00437338
81c4d8467955,missing class declaration,Savedata::JoinFestaDataSave,,static.crs,2,56,2,2,0,,41,MEDIUM,0x004A77F0;0x0043F170
f8e4b5abcfb9,unresolved external call,Savedata::Misc,,static.crs,3,100,3,3,3,0x120,41,MEDIUM,0x00441988;0x00441920;0x00441940
e61158a81947,missing class declaration,app::tool::AppCommonGrpIconData,ReplacePaneTexture,static.crs,2,96,2,2,0,,41,MEDIUM,0x002FAB54;0x002FA984
359fed455859,uncertain member offset,app::tool::ButtonManager,call,static.crs,3,48,3,3,3,0x28,41,MEDIUM,0x002EC050;0x0048D9E8;0x0048D9F8
1146e3e0d23c,uncertain member offset,app::util::G2DUtil,gfl2::str::MsgData::GetString,static.crs,3,132,3,3,3,0x20;0x28;0x2c;0x30,41,MEDIUM,0x00311828;0x00311080;0x00311340
8071e52e7e30,uncertain member offset,gfl2::ui::DeviceManager,,static.crs,3,132,3,3,3,0x30;0x34;0x38,41,MEDIUM,0x00498960;0x0049898C;0x004989B8
7619794f87ae,uncertain member offset,NetAppLib::JoinFestaUI::JoinFestaPlayerListMessageMenuLowerView,App::Tool::CommonMessageWindowManipulator::SetFinishMode_None,static.crs,3,288,3,3,4,0xa8;0xb0;0xb4,40,MEDIUM,0x00455AC8;0x004555F8;0x0045551C
1860bf001550,unknown this-pointer type,NetLib::Error::NijiNetworkErrorManager,,static.crs,5,88,5,5,5,,40,MEDIUM,0x003DF43C;0x003DF4F8;0x003DF580;0x003DF5E0;0x004A2D24
bf766b048dc1,uncertain member offset,Field::ZoneDataAccessor,CONCAT44,static.crs,3,160,3,3,5,0x24;0x38;0x44,39,MEDIUM,0x0049DAB8;0x0049D7B0;0x0049DC04
133be004406b,unresolved external call,NetAppLib::JoinFesta::JoinFestaPersonalData,FUN_004681ac,static.crs,3,116,3,3,5,,39,MEDIUM,0x00468774;0x004684D8;0x00468538
1c5c20c1520c,unresolved external call,item,,static.crs,3,60,3,3,5,,39,MEDIUM,0x0036D15C;0x0036D170;0x0036D0F8
6ebe852dfa80,ABI uncertainty,pml::wazadata,GetParam,static.crs,3,64,3,3,6,,38,MEDIUM,0x0031E524;0x0031E694;0x0031E6A8
b473aabcc888,uncertain member offset,pml::wazadata,GetParam,static.crs,3,64,3,3,6,0x1f;0x20;0x22,38,MEDIUM,0x0031E444;0x0031E494;0x0031E1E8
928c4e4b1f44,uncertain member offset,Global,,static.crs,3,148,3,3,7,0xc;0x10;0x14;0x18,37,MEDIUM,0x005205CC;0x00520AB4;0x0015345C
c0b65ea4474b,unresolved external call,gflnet2::p2p::NetGame,CONCAT44,static.crs,3,104,3,3,12,,32,MEDIUM,0x00407C30;0x00407440;0x004072D4
d038f1039347,unresolved external call,ExtSavedata::RegulationExtSaveData,GetInstance,static.crs,2,160,2,2,0,0x10;0x18;0x1c,31,MEDIUM,0x0015C5D8;0x0015C684
32f367545e37,unresolved external call,Field::FieldScript::FieldScriptSystem,FUN_0038c1a4,static.crs,2,144,2,2,0,0x1c;0x68;0x88;0x8c;0x90;0x94,31,MEDIUM,0x00380A04;0x00380E7C
dd00ac824280,unresolved external call,NetAppLib::System::ApplicationWorkBase,FUN_0045f3d8,static.crs,2,204,2,2,0,0xc;0x10;0x14;0x18;0x1c;0x20;0x28;0x2c;0x30;0x34;0x38,31,MEDIUM,0x0045F560;0x0045F5C4
8c909f2027cf,unresolved external call,Savedata::ZukanData,gfl2::debug::GFLassertStop,static.crs,2,112,2,2,0,,31,MEDIUM,0x004A8F78;0x004A9A24
cde796eb8fc3,uncertain member offset,app::tool::AppCommonGrpIconData,ReplacePaneTexture,static.crs,2,56,2,2,0,0x10;0x16,31,MEDIUM,0x002FAA24;0x002FAB70
d9503021ec14,unresolved external call,gfl2::qr::QREncodeData,,static.crs,2,132,2,2,0,0xc;0x10;0x14;0x18,31,MEDIUM,0x00343370;0x00343400
b38a4af7acc8,unresolved external call,print::WordSet,FUN_003c128c,static.crs,2,100,2,2,0,0x14;0x40,31,MEDIUM,0x003C23C8;0x003C2390
a313924b8309,uncertain member offset,std::ctype<char>,is,static.crs,2,64,2,2,0,0x10;0x1c;0x24;0x2c;0x30,31,MEDIUM,0x0010366A;0x001036B8
303f2d6d4682,unresolved external call,Field::EventList::EventListDataManager,__aeabi_vec_delete,static.crs,2,100,2,2,1,0x14;0x18;0x1c,30,MEDIUM,0x00399F04;0x00399F5C
d130548bcf7a,unresolved external call,GameSys::AlolaTime,,static.crs,2,40,2,2,1,,30,MEDIUM,0x003F427C;0x003F459C
2169b015dc25,uncertain member offset,PokeTool::PokeModel,,static.crs,2,172,2,2,1,0x12e;0x131c;0x1b14;0x1b18;0x1b1c;0x1b20;0x1b24;0x1b28,30,MEDIUM,0x00434D84;0x004353CC
7cb269a35d55,unresolved external call,Savedata::Fashion,FUN_00442f5c,static.crs,2,64,2,2,1,,30,MEDIUM,0x004433C0;0x00442CC4
3c8d9b82d3cf,uncertain member offset,Savedata::Misc,,static.crs,2,40,2,2,1,0xc;0x10,30,MEDIUM,0x004A7BE4;0x004A7B88
cc184e2e9800,uncertain member offset,app::tool::MenuCursor,gfl2::lyt::LytWk::GetPane,static.crs,2,192,2,2,1,0x10;0x18;0x3c,30,MEDIUM,0x002E9CE0;0x002E9D4C
e758f230a851,uncertain member offset,App::Resort::ResortDataManager,,static.crs,2,84,2,2,2,0xc;0x14;0x38,29,LOW,0x0048CB7C;0x0048CBFC
66ae32491e93,uncertain member offset,App::Tool::CommonMessageWindowManipulator,gfl2::str::StrWin::SetFinishMode,static.crs,2,72,2,2,2,0x60,29,LOW,0x002D2384;0x002D23C8
c63d1b71db28,uncertain member offset,App::Tool::MapManager,gfl2::lyt::LytWk::GetPane,static.crs,2,108,2,2,2,0x20;0x24,29,LOW,0x002C9E20;0x002C9E94
27d4d36329f7,unresolved external call,App::Tool::MapManager,gfl2::lyt::LytWk::GetPane,static.crs,2,148,2,2,2,0x20;0x18c;0x194;0x198;0x1a4,29,LOW,0x002C9E54;0x002C9AE4
bdc4caf8ba8b,ABI uncertainty,Field::Attribute,,static.crs,2,60,2,2,2,,29,LOW,0x0039994C;0x00399AD4
0317ee609af6,unknown this-pointer type,Field::FieldScript::SystemWork,,static.crs,2,40,2,2,2,,29,LOW,0x003752BC;0x003752D0
7364859939c8,unresolved external call,Field::MoveModel::FieldMoveModelPlayer,GetMoveCode,static.crs,2,92,2,2,2,0x164,29,LOW,0x0049F478;0x003A13AC
1f6b777dd501,unknown this-pointer type,NetApp::QR,PokeDiary::Set,static.crs,2,76,2,2,2,,29,LOW,0x003CD038;0x003CCFF4
feba87c5b9a2,uncertain member offset,NetAppLib::JoinFesta::JoinFestaPacketManager,,static.crs,2,72,2,2,2,0x18;0x24;0x28,29,LOW,0x00469B1C;0x0046AAC8
3fda6e77e24d,ABI uncertainty,NetAppLib::JoinFesta::JoinFestaPersonalData,GetInstance,static.crs,2,32,2,2,2,,29,LOW,0x00467F58;0x004AA760
e806853fafa1,unresolved external call,NetAppLib::JoinFesta::JoinFestaPersonalData,FUN_00465d6c,static.crs,2,128,2,2,2,,29,LOW,0x00468498;0x004689E0
e3106c359261,unknown this-pointer type,NetAppLib::JoinFesta::JoinFestaPersonalDataManager,,static.crs,2,24,2,2,2,,29,LOW,0x00473200;0x00473A14
b6072d1942f8,uncertain member offset,NetAppLib::JoinFestaUI::JoinFestaPlayerListLowerViewBase,app::util::G2DUtil::GetLayoutWork,static.crs,2,96,2,2,2,0x60,29,LOW,0x0045227C;0x004522AC
eb17a1f4538e,uncertain member offset,NetAppLib::UI::NetAppCursorView,,static.crs,2,48,2,2,2,0xac;0x10c;0x120,29,LOW,0x00459580;0x00459624
8c100eb7d245,unresolved external call,NetAppLib::Util::BossUtility,,static.crs,2,40,2,2,2,,29,LOW,0x0045B0E4;0x0045B10C
1b857a54d090,ABI uncertainty,NetAppLib::Util::NetAppEffectBG,GetInstance,static.crs,2,36,2,2,2,,29,LOW,0x003EF088;0x0045B6DC
230e009a8570,ABI uncertainty,NetAppLib::Util::NetAppEntryChecker,GetInstance,static.crs,2,28,2,2,2,,29,LOW,0x0045C160;0x0045C1DC
e0884305a626,uncertain member offset,NetLib::P2P::P2pConnectionManager,,static.crs,2,48,2,2,2,0x10;0x18;0x80,29,LOW,0x003D70D8;0x004A2B78
08c1f2a5e16e,unknown this-pointer type,Savedata::GameSyncSave,,static.crs,2,56,2,2,2,,29,LOW,0x0043A2CC;0x0043A300
f9cce410ac83,uncertain member offset,Savedata::JoinFestaDataSave,,static.crs,2,52,2,2,2,0x542;0x39f1,29,LOW,0x004A780C;0x0043EDB0
305864c27d08,ABI uncertainty,Savedata::MysteryGiftSave,GetInstance,static.crs,2,36,2,2,2,,29,LOW,0x0043BD3C;0x0043D140
cdbe4ada1ae3,unknown this-pointer type,Savedata::PokeFinderSave,,static.crs,2,40,2,2,2,,29,LOW,0x0043B6DC;0x0043B6EC
3efb5d010724,unknown this-pointer type,Savedata::QRReaderSaveData,,static.crs,2,36,2,2,2,,29,LOW,0x0043DE98;0x0043DD88
ed8b91830e49,uncertain member offset,Savedata::ResortSave,,static.crs,2,88,2,2,2,0x56f9;0x56fa;0x5705;0x5706,29,LOW,0x00438D7C;0x00439694
44351d14bb63,unresolved external call,System::Camera::CModelViewerInFrame,FUN_003e90d8,static.crs,2,48,2,2,2,0x28,29,LOW,0x003E81EC;0x003E7FF8
5aeaf8f85fa2,unresolved external call,System::DressUp,,static.crs,2,16,2,2,2,,29,LOW,0x003ED670;0x003ED67C
c5b6988efbf2,unresolved external call,app::tool::PokeIcon,FUN_002e9334,static.crs,2,64,2,2,2,,29,LOW,0x0030508C;0x003054B0
88f6f0660021,uncertain member offset,app::tool::ScrollPaneManager,MenuCursor::SetVisible,static.crs,2,84,2,2,2,0xc4,29,LOW,0x002F5CAC;0x002F5088
131e724d4961,uncertain member offset,app::ui::UIResponder,,static.crs,2,72,2,2,2,0x10;0x14;0x2d,29,LOW,0x002E6F94;0x002E6FC0
04f84fbe426c,uncertain member offset,app::util::AppQRTextureCreateUtility,call,static.crs,2,32,2,2,2,0x20,29,LOW,0x0030DAA4;0x0030DAB4
be4f0bed9b13,uncertain member offset,app::util::G2DUtil,print::WordSet::RegisterWord,static.crs,2,56,2,2,2,0x20;0x28,29,LOW,0x003102A4;0x003102BC
56e4d72e0218,unknown this-pointer type,gfl2::fs::BinLinkerAccessor,,static.crs,2,32,2,2,2,,29,LOW,0x00340F18;0x00497798
3792202d5c74,unresolved external call,gfl2::math::SpringSimulation,,static.crs,2,96,2,2,2,,29,LOW,0x00358BF4;0x00358D14
f64329fe5b49,unresolved external call,gfl2::renderingengine::scenegraph::SceneGraphManager,FUN_0057ca8c,static.crs,2,132,2,2,2,0x10,29,LOW,0x003236FC;0x003235B8
8e205ba51cb7,unresolved external call,gfl2::renderingengine::scenegraph::resource::GfBinaryCollisionMdlData,,static.crs,2,40,2,2,2,,29,LOW,0x003309AC;0x0033097C
0a35bb66e32f,unresolved external call,gfl2::renderingengine::scenegraph::resource::GfBinaryEnvData,,static.crs,2,52,2,2,2,0xc;0xe;0x10;0x14;0x18,29,LOW,0x0032C7EC;0x0032C7B0
95d47168208c,unresolved external call,gfl2::renderingengine::scenegraph::resource::GfBinaryMdlData,,static.crs,2,36,2,2,2,0xc,29,LOW,0x0032C9C0;0x0032C994
8d346bfacd5b,unresolved external call,gfl2::renderingengine::scenegraph::resource::GfBinaryShdData,,static.crs,2,36,2,2,2,,29,LOW,0x0032CCC4;0x0032CC98
4a7975dca58a,unresolved external call,gfl2::renderingengine::scenegraph::resource::GfBinaryTexData,,static.crs,2,36,2,2,2,0xc,29,LOW,0x0032CE98;0x0032CE6C
b5dfc3606f71,unresolved external call,mw::qrd::QRDecoder,__aeabi_memclr4,static.crs,2,116,2,2,2,,29,LOW,0x00163A24;0x00163374
c3aeef19e0cf,unresolved external call,pml::personal,,static.crs,2,96,2,2,2,,29,LOW,0x00315410;0x0031679C
90d3a42d0670,unresolved external call,poke_3d::model::BaseModel,CreateModelInstanceNode,static.crs,2,164,2,2,2,,29,LOW,0x004183A4;0x00418458
67b847403f61,uncertain member offset,print::HangulComposer,,static.crs,2,56,2,2,2,0x1c,29,LOW,0x004A1B34;0x003BF9FC
6f065998b74d,unknown this-pointer type,std::ctype_byname<char>,ctype,static.crs,2,20,2,2,2,,29,LOW,0x00103A68;0x00103A5C
17b50dab0c35,uncertain member offset,App::FieldMenu::PlayData,,static.crs,2,80,2,2,3,0xc,28,LOW,0x002E665C;0x002E65D0
33d4d58023e3,unknown this-pointer type,App::Tool::TalkWindow,,static.crs,2,96,2,2,3,,28,LOW,0x002CA620;0x002CB23C
cdaf52797191,missing class declaration,Field::World,Terminate,static.crs,1,36,1,1,0,,28,LOW,0x003960D0
a8be5fb89122,unresolved helper prototype,Global,gfl2::heap::Manager::GetHeapByHeapId,static.crs,1,4,1,1,0,,28,LOW,0x0030181C
f75900c85f46,unresolved helper prototype,Global,CONCAT44,static.crs,1,72,1,1,0,,28,LOW,0x001551DC
e793a6a59ca9,missing class declaration,NetApp::Evolution::APP_PARAM,pml::pokepara::CoreParam::GetWazaCount,static.crs,1,36,1,1,0,,28,LOW,0x004A2AE0
170b88978b4a,missing class declaration,NetApp::Evolution::APP_PARAM,pml::personal::GetPersonalParam,static.crs,1,52,1,1,0,,28,LOW,0x003D00E0
77b329659ebf,missing class declaration,NetApp::Live::LiveNet,gflnet2::p2p::NetGame::IsMaster,static.crs,1,16,1,1,0,,28,LOW,0x004A2A64
90639ff45318,missing class declaration,NetAppLib::JoinFesta::InformationMessageData,JoinFestaPersonalData,static.crs,1,28,1,1,0,,28,LOW,0x00469374
ef5d104df5d3,missing class declaration,NetAppLib::JoinFesta::JoinFestaAttractionManager,,static.crs,1,20,1,1,0,,28,LOW,0x00470910
bad5520880e2,missing class declaration,NetAppLib::JoinFestaUI::JoinFestaAttractionData,JoinFesta::JoinFestaPersonalData::IsOpenAttraction,static.crs,1,52,1,1,0,,28,LOW,0x00449010
ef9da0160b19,missing class declaration,NetAppLib::P2PTrade::P2PTradeRequestClient,,static.crs,1,16,1,1,0,,28,LOW,0x00464C34
6ec98a9525cb,unresolved external call,NetAppLib::UI::NetAppMenuCursor,FUN_004597b4,static.crs,2,160,2,2,3,0xc,28,LOW,0x004598C8;0x00459980
83a5638db8e9,uncertain member offset,NetLib::Error::NijiNetworkErrorManager,,static.crs,4,100,4,4,4,0x14;0x24;0x2c;0x2d,28,LOW,0x003DF544;0x003DF550;0x003DF55C;0x003DF504
9960ff6e530a,missing class declaration,NetLib::P2P::P2pConnectionManager,,static.crs,1,20,1,1,0,,28,LOW,0x003D6874
f48917d52359,missing class declaration,PokeTool::PokeModel,,static.crs,1,16,1,1,0,,28,LOW,0x004349A4
2db83acdf2a2,unknown this-pointer type,Savedata::BattleInstSave,,static.crs,4,64,4,4,4,,28,LOW,0x0043B0A8;0x0043B100;0x0043B110;0x0043B280
54e3460a4ceb,missing class declaration,Savedata::ConfigSave,System::GetLang,static.crs,1,20,1,1,0,,28,LOW,0x00437A54
f2280a1b71d0,missing class declaration,Savedata::MyItem,CONCAT44,static.crs,1,44,1,1,0,,28,LOW,0x004A7FA8
7de32b67f56b,missing class declaration,Savedata::MyStatus,,static.crs,1,16,1,1,0,,28,LOW,0x004A85B4
5c036ee19f1c,missing class declaration,Savedata::MysteryGiftSave,,static.crs,1,36,1,1,0,,28,LOW,0x004A6F68
4c48e65f112b,missing class declaration,Savedata::ResortSave,,static.crs,1,24,1,1,0,,28,LOW,0x00438AC0
979f1dae01f7,missing class declaration,app::tool::CharaSimpleModel,Update,static.crs,1,76,1,1,0,,28,LOW,0x004A4364
9f4355ac5262,missing class declaration,app::tool::CursorManager,SUB41,static.crs,1,28,1,1,0,,28,LOW,0x002EE594
762e98509e4f,missing class declaration,app::util,pml::pokepara::CoreParam::GetExp,static.crs,1,60,1,1,0,,28,LOW,0x00307408
70acd72d4e84,missing class declaration,app::util,pml::pokepara::CoreParam::GetExpForCurrentLevel,static.crs,1,60,1,1,0,,28,LOW,0x0030C154
b87e102485a7,missing class declaration,app::util::AppRenderingManager,,static.crs,1,20,1,1,0,,28,LOW,0x0048E91C
6695484222ea,missing class declaration,app::util::AppUtilFileControlState,,static.crs,1,24,1,1,0,,28,LOW,0x0030CCB0
17c7639d1b26,missing class declaration,app::util::G2DUtil,gfl2::lyt::LytRes::GetTexture,static.crs,1,120,1,1,0,,28,LOW,0x0031183C
39286ca9d0cf,missing class declaration,app::util::ScrollBar,,static.crs,1,40,1,1,0,,28,LOW,0x0031222C
b429113b358c,missing class declaration,gfl2::fs::BinLinkerAccessor,,static.crs,1,56,1,1,0,,28,LOW,0x004977AC
5df1444a5291,missing class declaration,gfl2::fs::Result,,static.crs,1,28,1,1,0,,28,LOW,0x00497AD4
37eef2821868,missing class declaration,gfl2::renderingengine::scenegraph::resource::GfBinaryCollisionMdlData,,static.crs,1,80,1,1,0,,28,LOW,0x003308BC
a4e693348f7a,missing class declaration,gfl2::renderingengine::scenegraph::resource::GfBinaryMdlDataPack,,static.crs,1,20,1,1,0,,28,LOW,0x0032F5C4
5019c38e775f,missing class declaration,gfl2::renderingengine::scenegraph::resource::GfBinaryMotData,,static.crs,1,20,1,1,0,,28,LOW,0x0032CA20
62c8208f3f2e,missing class declaration,gfl2::str,,static.crs,1,28,1,1,0,,28,LOW,0x003541A4
cef2d1b441f0,unresolved external call,gflnet2::p2p::NetGameBase,,static.crs,2,28,2,2,3,,28,LOW,0x004020D4;0x00401CD8
ad3625b9e0a2,missing class declaration,mw::qrd::QRDecoder,,static.crs,1,52,1,1,0,,28,LOW,0x001639F0
71b2306268b4,missing class declaration,nw::ut::internal::LinkListImpl,,static.crs,1,36,1,1,0,,28,LOW,0x00287F9C
8645947e2b2d,missing class declaration,pml::PokeParty,,static.crs,1,20,1,1,0,,28,LOW,0x00493F14
01f287f4e8af,missing class declaration,poke_3d::model::BaseCamera,,static.crs,1,16,1,1,0,,28,LOW,0x004A3F04
232fc3a6c12c,missing class declaration,print::HangulComposer,,static.crs,1,28,1,1,0,,28,LOW,0x003BFA1C
3d7f39180c50,missing class declaration,std,,static.crs,1,12,1,1,0,,28,LOW,0x00302DD0
0744350b25a4,missing class declaration,std::char_traits<char>,__aeabi_memcpy,static.crs,1,12,1,1,0,,28,LOW,0x00302E5C
05327ceccdfb,missing class declaration,std::locale,__rw::__rw_locale_imp::~__rw_locale_imp,static.crs,1,36,1,1,0,,28,LOW,0x003022A8
8323550b1c1b,missing class declaration,std::string,_C_unlink,static.crs,1,12,1,1,0,,28,LOW,0x00301904
0e0696683e4e,uncertain member offset,App::Tool::MessageMenuView,app::tool::MenuWindow::AddItem,static.crs,2,48,2,2,4,0x98,27,LOW,0x002CED50;0x002CED68
c935aea843bd,unknown this-pointer type,App::Tool::NewPaneList,,static.crs,2,24,2,2,4,,27,LOW,0x002CBE28;0x002CD9DC
0e350aa3a534,unresolved external call,Field::FieldScript::FieldScriptSystem,,static.crs,2,24,2,2,4,0x1c,27,LOW,0x0038100C;0x00381038
1ae360c20b28,unresolved external call,NetAppLib::Util::NetAppPokemonValidationUtility,FUN_0045e30c,static.crs,2,44,2,2,4,,27,LOW,0x0045E2F8;0x0045E2E0
159ac19261b9,unresolved external call,Savedata,FUN_00440c40,static.crs,2,44,2,2,4,,27,LOW,0x00444CB4;0x00445928
e83b4614c8b7,unresolved external call,app::tool::AppToolTrainerIconRendering,CONCAT44,static.crs,2,92,2,2,4,,27,LOW,0x002FD580;0x002FD954
c1ad82c8512b,uncertain member offset,applib::frame::Manager,CONCAT44,static.crs,2,128,2,2,4,0xc,27,LOW,0x003EDC50;0x003EE084
a10f34544367,uncertain member offset,gfl2::str::StrBuf,CONCAT44,static.crs,2,96,2,2,4,0xc,27,LOW,0x0049A8E8;0x0049A7AC
8110908fc90f,uncertain member offset,poke_3d::model::BaseCamera,,static.crs,2,44,2,2,4,0x10;0x7c;0x80;0x84,27,LOW,0x004A37F0;0x004A3F1C
