entry,end,size,name,qualified_name,namespace,symbol_source,signature_source,signature,is_thunk,thunk_target,body_sha256,mnemonic_sha256,instruction_count,memory_block
00520a34,00520a8f,92,"mwmoimaadpcmDecoderCreate","mwmoimaadpcmDecoderCreate","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmoimaadpcmDecoderCreate(int * param_1, undefined4 param_2, undefined4 param_3)",false,"",f906c54a86f7c51d0d3bf38b51d88af4a34053152e482bf061050ee62b2c0819,52aa2ed23b977c16c95ce863f5863f887262eeb746bb4675a7ac61c6c7b5ac1f,23,".text"
00520a94,00520aaf,28,"mwmoimaadpcmDecoderFinalize","mwmoimaadpcmDecoderFinalize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmoimaadpcmDecoderFinalize(void)",false,"",f96f9d459eba3efc94a26986fcd63d87f1d6159429d978ab105754658fe35d8e,e4cf147d60796b7750421003af96bb18562f23d190f1548bd109aab96ffa1f9a,7,".text"
00520ab4,00520ad3,32,"mwmoimaadpcmDecoderGetFrame","mwmoimaadpcmDecoderGetFrame","Global",ANALYSIS,ANALYSIS,"bool __stdcall mwmoimaadpcmDecoderGetFrame(int param_1, undefined4 * param_2, undefined4 * param_3)",false,"",52414cbcacfc8ccf6b7d9f7f47ffcad7c532cc18d9b134583fa9ed94d96644de,70267bf621ee165e76b837054cd802ab482453dd0f4f11dd8c6f8c957e3106e6,8,".text"
00520ad4,00520b0f,60,"mwmoimaadpcmDecoderInitialize","mwmoimaadpcmDecoderInitialize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmoimaadpcmDecoderInitialize(undefined4 param_1, undefined4 param_2)",false,"",724b192c076d47fbf514b92f6e0ce24ab3134588c3332a7f3bdd12af82c70776,1d19a3811a19d187ab6b02336b878ad73d2e23783db56dcf49ca9b3677f799e4,15,".text"
00520b18,00520b1b,4,"mwmoimaadpcmDecoderPrintStatistics","mwmoimaadpcmDecoderPrintStatistics","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmoimaadpcmDecoderPrintStatistics(void)",false,"",379bec29dccd0a93c94826144d7ef6e42fab64ef195a3b8313a16926f66f388f,ff304d19e8233ac9117fef9eb247a8fb4751f5f6a6237a41ccc13440f8c6cda4,1,".text"
00520b1c,00520b57,60,"mwmoimaadpcmDecoderRelease","mwmoimaadpcmDecoderRelease","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmoimaadpcmDecoderRelease(int param_1)",false,"",6c2fd36dfddebc248c5c9fe9f83b894ea583621dd5c6e7eb4184cfd678880960,c071b55a9091b9dd18057c2068c75aeca20d2e9c0f9fc85ed8cb4d7173a6845a,15,".text"
00520b5c,00520c6f,276,"mwmoimaadpcmDecoderUnpackFrame","mwmoimaadpcmDecoderUnpackFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmoimaadpcmDecoderUnpackFrame(int param_1, byte * param_2, int param_3)",false,"",3c4cfa69c4db820661c8199fa36d8136229960436a819c362fc00bcc3ee9f26b,d11d2a37eea04c516f435425b525b3581347893de6faf62949c341555a1c963e,69,".text"
00520c74,00520d87,276,"mwmomobiclipDecoderCreate","mwmomobiclipDecoderCreate","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderCreate(undefined * param_1, uint param_2, uint param_3, uint param_4)",false,"",6fbf1d7054e8be1d27e16d11e3023d73f1aed37ea445f12cee16b592d2b22f72,a2ab23b6cc5656b6417bd1b7953b9974775339a841e6b8734bfbc3704b1b9d6b,69,".text"
00520d8c,00520dab,32,"mwmomobiclipDecoderFinalize","mwmomobiclipDecoderFinalize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomobiclipDecoderFinalize(void)",false,"",04079b1a823745ac3c2ed8aa46739d210621d6b7b10bf635c3b908ffc7ec6560,ee0e3dcb8c373a4e1457b6e370f7b4c0da32784332b227783a12a5cdfd79262f,8,".text"
00520db4,00520e8f,220,"mwmomobiclipDecoderGetFrame","mwmomobiclipDecoderGetFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderGetFrame(int * param_1, undefined4 * param_2)",false,"",018d856abfabf0828137b055895571afacdbcda370adf1659ef2594714e7d10b,b49bdbd4ad6f7591c2f5a52ff5186b4a5c4225d2aac26be3c4d5ca83c4be83c2,55,".text"
00520e94,00520ec7,52,"mwmomobiclipDecoderGetNbPushedFrame","mwmomobiclipDecoderGetNbPushedFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderGetNbPushedFrame(int param_1, undefined4 * param_2)",false,"",d4055a2f34047facb9390db51774a3d8e042407531cece929f5b15be17b99d50,8a14c17fb2664e313f71154d4ce923602adc16edf176d36402e745d6502d60b3,13,".text"
00520ecc,00520ed7,12,"mwmomobiclipDecoderGetQueueCapacity","mwmomobiclipDecoderGetQueueCapacity","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderGetQueueCapacity(int param_1)",false,"",0bcd85107245c86d205ba3076d88f4e9e8faaef73991e5c265e48b4dd60cff27,b336885117856cff63b03257ab0d6a910328830b947b12c86625d644dd034ae9,3,".text"
00520ed8,00520f03,44,"mwmomobiclipDecoderInitialize","mwmomobiclipDecoderInitialize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomobiclipDecoderInitialize(undefined4 param_1, undefined4 param_2)",false,"",a13e650f80b9211e7a05215b23708da1da6daeb4b37165d61d4b2e9aa6149262,83dc1d9f3c19950500f25e94f05c33541c6b5498f9be285dab97efb5b19762bf,11,".text"
00520f10,00520f7f,112,"mwmomobiclipDecoderPopFrame","mwmomobiclipDecoderPopFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderPopFrame(int param_1)",false,"",0ceedf603684b14f49111971545e95e9ba31ef5f83aa043e17350afd17f8fecc,d6c1279a7806c96ae5a9abdd58490e66e96001c44bfef61ab64ad6625261a6e3,28,".text"
00520f84,00520f87,4,"mwmomobiclipDecoderPrintStatistics","mwmomobiclipDecoderPrintStatistics","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomobiclipDecoderPrintStatistics(void)",false,"",379bec29dccd0a93c94826144d7ef6e42fab64ef195a3b8313a16926f66f388f,ff304d19e8233ac9117fef9eb247a8fb4751f5f6a6237a41ccc13440f8c6cda4,1,".text"
00520f88,00520fd3,76,"mwmomobiclipDecoderRelease","mwmomobiclipDecoderRelease","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomobiclipDecoderRelease(int param_1)",false,"",fc8d156aeeff2e6fd10f1741b83ea3f87c1654ebe9ecce4936a6e94bc3260065,5617885530b9d2d8a018d19966af346fb6bdc7e6092d1eb90f854d140322a73c,19,".text"
00520fd8,0052108b,180,"mwmomobiclipDecoderUnpackFrame","mwmomobiclipDecoderUnpackFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomobiclipDecoderUnpackFrame(int * param_1, ushort * param_2)",false,"",4d49cf1c3ace9a7a636f10070324b08d72c16b9d0176775b08941a99e6b6d4d0,f85c35e1aa2fbb73411f38125831c859d6d2062c60075a069fe34487bd12f8c0,45,".text"
00521090,00521287,492,"mwmomoflexDemuxerCreate","mwmomoflexDemuxerCreate","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerCreate(undefined * param_1, undefined4 param_2, undefined4 param_3)",false,"",efb60589629cb203d26bb718f8aef538c1e6053c8ef36c78b6ebea81444a942c,3c7a7316d0a03ee97aa24d01a8b47b46e5ae409d03e1c964d7c3bfa1c3152faa,123,".text"
00521298,005212ab,20,"mwmomoflexDemuxerFinalize","mwmomoflexDemuxerFinalize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomoflexDemuxerFinalize(void)",false,"",2eb59411a86f4d590d1ce69a71e13e1b864898f0bb335bbd0b4b1d325894d541,0d07c3687b7f03671b558d43ed1d2fd82d8d14b170c0779cede1bdea7cd662f5,5,".text"
005212b0,0052131b,108,"mwmomoflexDemuxerFlushStream","mwmomoflexDemuxerFlushStream","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerFlushStream(int param_1, int param_2)",false,"",087f2ee906acdd234d7ca2cd5aa9414e957c004711d9eacf57ea0e1ba298ec0a,1ca65c517987fe3e00874bf73b32d3e70c3a90f7187d33ca1b1282a6a657022a,27,".text"
0052131c,00521343,40,"mwmomoflexDemuxerGetContentPosition","mwmomoflexDemuxerGetContentPosition","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerGetContentPosition(int param_1, undefined8 * param_2)",false,"",40775f6bb7981d960f0f3549d677777b931b69465cc48500a8c557b8b63a6727,af34f65582cda03ae75ab643e4bfc40cb7af5475795dffab22a6f08a6342aebf,10,".text"
00521344,0052136b,40,"mwmomoflexDemuxerGetContentSize","mwmomoflexDemuxerGetContentSize","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerGetContentSize(int param_1, undefined8 * param_2)",false,"",c4c2bdce8bd87be628e279222585c6ea6dbef1069d30fdc1a69759075c7fa8b0,af34f65582cda03ae75ab643e4bfc40cb7af5475795dffab22a6f08a6342aebf,10,".text"
0052136c,00521393,40,"mwmomoflexDemuxerGetStreamCount","mwmomoflexDemuxerGetStreamCount","Global",ANALYSIS,ANALYSIS,"bool __stdcall mwmomoflexDemuxerGetStreamCount(int param_1, undefined4 * param_2)",false,"",d2cb73686f25a5ca4ae16ffade7c83feb8dc596af07dd87e2321a33b50343da3,c66419b4ad4e50482617e4cb22cdd61d177685cff0638098fca1ff3f1230b3ef,10,".text"
00521394,00521403,112,"mwmomoflexDemuxerGetStreamFrameCount","mwmomoflexDemuxerGetStreamFrameCount","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerGetStreamFrameCount(int param_1, int param_2, undefined4 * param_3)",false,"",ad77a09728fbcc6d4a2f0f9a96abd1746cd7c90388ea4ce0a8b6b0da9d24e14c,5b66057ddfb62a49ed6aaeb15e1808488d5b0f4d84eb2876be05b413a262a90e,28,".text"
00521404,005214d7,212,"mwmomoflexDemuxerGetStreamFrameData","mwmomoflexDemuxerGetStreamFrameData","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerGetStreamFrameData(int param_1, int param_2, undefined4 * param_3, uint * param_4, uint * param_5, undefined4 * param_6)",false,"",515c327cf23f98e632c2e52378b9eda6862c805ffcd109612b1d688f3b7f84db,c6845be3b8bdedd49b12bd052898c8ef9b82546d53507aad542362c303285902,53,".text"
005214d8,005215d3,252,"mwmomoflexDemuxerGetStreamInfo","mwmomoflexDemuxerGetStreamInfo","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerGetStreamInfo(int param_1, int param_2, undefined4 * param_3)",false,"",53bf5b9a38e53e8312261dd91ce963a174cbf37a80a187ec91897806d93898fb,08c6db7fe2d4f60afa0ef1ca1e4c0e7cdb72ae40871f7d7984e598f5def5b744,63,".text"
005215d4,005215f7,36,"mwmomoflexDemuxerInitialize","mwmomoflexDemuxerInitialize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall mwmomoflexDemuxerInitialize(undefined4 param_1, undefined4 param_2)",false,"",76221c43af6e1edaf651f885d0ee32691b2f4b496a38927608083c562a361810,5ddd6762be49403cf9e158016e8628941ba6f0784d02c9a64d5f48793c971ef7,9,".text"
00521600,0052163f,64,"mwmomoflexDemuxerPopStreamFrame","mwmomoflexDemuxerPopStreamFrame","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerPopStreamFrame(int param_1, int param_2)",false,"",58043f585bf40baf0e647220eb741736a7fdf42e7a204f489886c5cc760d0058,fa1434edd3def8123580fb53a4bda51bc2e2bc1f526fcd46d76768db49ac9885,16,".text"
00521640,00521727,220,"mwmomoflexDemuxerReadPacket","mwmomoflexDemuxerReadPacket","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerReadPacket(int param_1)",false,"",acab895c381fcef0f66bfae4b0ae6bb6347a73bf187d102bc0c7eca2e904a602,825c08b83a654b85c82dea0991711d7b2068610ca7ff13319a13acf74e822056,55,".text"
00521728,00521783,92,"mwmomoflexDemuxerRelease","mwmomoflexDemuxerRelease","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerRelease(undefined4 * param_1)",false,"",e05fcc6d1e815aee773bb6c576f63fb4ba8d26c2f35f40bcc004d57cf190bb27,45e77c1460d2aee2f24ffebf2ac970f86e003687a79801f2f52f23e44658ac35,23,".text"
00521788,005217cb,68,"mwmomoflexDemuxerSetContentPosition","mwmomoflexDemuxerSetContentPosition","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall mwmomoflexDemuxerSetContentPosition(int param_1)",false,"",4d8573f70cff05d6e2ea6092da92924375af3b6861c77ddfff877f71637ee465,0d6a372a2f81ccd7e6e3b7de0e14022cc77a15b64014b459fd1b70bc689a2e37,17,".text"
0052183c,0052188b,80,"FUN_0052183c","FUN_0052183c","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_0052183c(undefined4 param_1, int param_2)",false,"",628a3a3fe4fccfb89021c013aa601db25b55414a13ffde3ff83b3bfbe531223e,4f5f48e3d36b21a3a8f26c19001b1393653af6f27de94e6c7b51a4b46d5c2474,20,".text"
005218ac,005218cf,36,"FUN_005218ac","FUN_005218ac","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_005218ac(undefined4 param_1, int param_2)",false,"",633b89cf788031fa61609aa73910ba66e72ae0ab302f1d9d16e36199517d5e1c,8607a29bdbbb84ef20c3648544ba1e90eaf76e5b3d3d7c61e281f250d914f9d1,9,".text"
005218d0,00521957,136,"FUN_005218d0","FUN_005218d0","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_005218d0(int param_1, int param_2)",false,"",7bc79f5d7a08afd18cce310329b4b97cbfcee25a990e67f17974777f254d3d60,2eaa24af65abde1ef503469f29be2bca5293b89cac083ae6b505edbfa85982ad,34,".text"
00521988,00521a03,124,"FUN_00521988","FUN_00521988","Global",DEFAULT,ANALYSIS,"int __stdcall FUN_00521988(undefined4 param_1, int param_2)",false,"",27a13f0e16152e24a622663dfa1c8f2fd32472f9ec40d072bb328b75a594290f,5661e40336aeac93dfa59a9e7173c9b51f9a51f561aa5abaa802ab520411e572,31,".text"
00521a14,00521a63,80,"FUN_00521a14","FUN_00521a14","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_00521a14(undefined4 param_1, int param_2)",false,"",04cdfc36bf17ba6b3d6bf1a3d8545ebe43131bf14da6afd645d73d7f9042db87,4f5f48e3d36b21a3a8f26c19001b1393653af6f27de94e6c7b51a4b46d5c2474,20,".text"
00521ab8,00521b07,80,"FUN_00521ab8","FUN_00521ab8","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_00521ab8(undefined4 param_1, int param_2)",false,"",7d367bacb604bdd5c8b43871170d8c08c6b6a13afc9de27d33179ffd8a4eb5f5,4f5f48e3d36b21a3a8f26c19001b1393653af6f27de94e6c7b51a4b46d5c2474,20,".text"
00521b14,00521b87,116,"FUN_00521b14","FUN_00521b14","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00521b14(int * param_1, uint * param_2)",false,"",e11443b9e34533c80f3b2916aadc58efb28317bd7761e104cf14037ed824cc7e,946967f145620e68e7e5785774b6bacd8995eee95b5f43ab5a0e468e0f18dc40,29,".text"
00521b88,00521ceb,356,"FUN_00521b88","FUN_00521b88","Global",DEFAULT,ANALYSIS,"float __stdcall FUN_00521b88(int * param_1, int * param_2, undefined4 param_3, int param_4)",false,"",2616d6759927c4ce41b791d505d772e8ac14cf9e9a7359e973c7ed8e5167a616,7eef60238cb89c23594a8d8ad779c79869532dc022f505c168495b3531a2e974,89,".text"
00521cec,00521d67,124,"FUN_00521cec","FUN_00521cec","Global",DEFAULT,ANALYSIS,"int __stdcall FUN_00521cec(uint param_1)",false,"",2fbebe9c9cc054de2416cb50fb43b01ab4e6cea97991553556742dffa5992798,0f7729435a2498f71f8d2d44a5b4ae306e5e3cf2a4c2b6f3d852782b091155e0,31,".text"
00521e64,00521e8f,44,"nngxActiveDisplay","nngxActiveDisplay","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxActiveDisplay(int param_1, undefined4 param_2, int param_3)",false,"",2e3c60eca033b0c14dcc5573898a8edf0815a2170904d9ea09099ef433f143be,961d88eabc597341444c290bcad6b4c8095d46f601e560b1b9a283b58e1408b1,11,".text"
00521e94,00521f7f,236,"FUN_00521e94","FUN_00521e94","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00521e94(int param_1, undefined4 param_2, int param_3)",false,"",13a0fe8a0937b5d1c91866f90da8a60a34ecac26ce6ea43c8f7f59f94c9c41c0,69f58de610825df764212507f2aefaa96beeb4fc6edf3cce6e970fbb2cc4bf68,59,".text"
00521f84,00521fa3,32,"FUN_00521f84","FUN_00521f84","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00521f84(int param_1, undefined4 param_2, int param_3, int param_4, undefined * param_5, int param_6, int param_7, int param_8, undefined * param_9, int param_10, int param_11, int param_12)",false,"",1704b19a06b590a5b72031601541134cdc3eebe98b30080aafb1856a991c3a4e,deb40312e1e71505d2b07bcc9ce4a49c1ea4583cf2638742987000d406cc0b38,8,".text"
00521fa4,0052204b,168,"FUN_00521fa4","FUN_00521fa4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00521fa4(int param_1, undefined4 param_2, int param_3, int param_4, undefined4 param_5, int param_6, int param_7, undefined4 param_8)",false,"",139ca723704b938790e9944b2bd0d14b6b8a666eda166dc5f74c95d8327e5bfb,71cd54066f1796e54a99b997cff2bfd6ea945a087c633a7e762e8992b03731ef,42,".text"
00522050,0052206f,32,"FUN_00522050","FUN_00522050","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522050(int param_1, undefined4 param_2, uint param_3, undefined4 param_4, int param_5, undefined4 param_6, uint param_7, undefined4 param_8, int param_9)",false,"",5294cb11b7d97c36f2d60ad7ecf43cd40c223744ef5607423f469eab49232bf4,deb40312e1e71505d2b07bcc9ce4a49c1ea4583cf2638742987000d406cc0b38,8,".text"
00522070,005220ef,128,"FUN_00522070","FUN_00522070","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522070(undefined4 param_1, undefined4 param_2, undefined4 param_3)",false,"",cd76177cd920a073494d06afc7529cbd0b74eccbf31bb626be390759729d5841,61a5d0d63daa1e39e47d4faad38b7e6b0a744e041c131323bcb0d5b868df7239,32,".text"
005220f4,0052216f,124,"FUN_005220f4","FUN_005220f4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_005220f4(int param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)",false,"",a6adc64df5b62eb247abe13bb30b8c27e5fcd691bcde48aad8dac30be300429a,f48c4b4605aa09609d31fe4748d773ef6a0dcfbca631eb7085ee4711f93e9011,31,".text"
00522174,005222cb,344,"nngxBindCmdlist","nngxBindCmdlist","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxBindCmdlist(uint param_1, undefined4 param_2, uint param_3)",false,"",add708886894932385db613cecc049ecc8de0852ddc9c4f9fbbacff7bafc36aa,04861f0d7c2c894d3fa3942fc5c4161bc3d38acd22b689b80133ed4d825fce88,86,".text"
005222dc,005223db,256,"nngxBindDisplaybuffer","nngxBindDisplaybuffer","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxBindDisplaybuffer(uint param_1)",false,"",283542f50d6facd2370af6bd292ccae12ee14f5a720a8298d070836cd80ae974,48b0baf27ee12d3e0e5ab8a4089590437c713826f599e28b5075ae6543f03a4b,64,".text"
005223e4,0052246f,140,"FUN_005223e4","FUN_005223e4","Global",DEFAULT,ANALYSIS,"int __stdcall FUN_005223e4(int param_1)",false,"",ea5debc24240c84ccd3052b3e22761c5c0c5d9eba53713f97888b8df33180dbf,b128bccd161040e961993de3d9c818015d974dd3ae973f3b967be877735f8ada,35,".text"
00522474,005224f7,132,"nngxClearCmdlist","nngxClearCmdlist","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxClearCmdlist(void)",false,"",cbffd3bb243302bdb480d160379f782a1b43de136655f32022bf4a44b7a96a10,67fd3097390b7a9cb6d96f25070f725f9b7c9f1de81ccafdeaa1697a720d7ae7,33,".text"
00522504,00522563,96,"FUN_00522504","FUN_00522504","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522504(int param_1)",false,"",924fccc1e553283504d20fb9073ac587e97fc33829a72d62e2facc558c0a676f,f40601f7c23dddcb0f607e12c14faeb2fa9d7a0d2792bd46d2a921e424d581b9,24,".text"
00522564,00522637,212,"nngxCmdlistStorage","nngxCmdlistStorage","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxCmdlistStorage(int param_1, int param_2)",false,"",0d2f6019342ed3ab08050bccaae40e5132dab8c31c12b8967dc333e75523d081,4dccb33de5de731c3789c23e21fec51de4c4c7384bc06be9e3b51e0020ce2549,53,".text"
0052264c,005226bf,116,"FUN_0052264c","FUN_0052264c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0052264c(undefined4 * param_1, undefined4 param_2, undefined4 param_3, int param_4, undefined4 * param_5)",false,"",15a85eecb801250cd90ee25862acfa1a7bf04831b8515a768da6fbbcf88b69e5,5f0d008f2263ae8c5baed5430d9a2f9d634655e2a0a793a0da9358fc435f17e7,29,".text"
005226c0,005227ef,304,"nngxDeleteCmdlists","nngxDeleteCmdlists","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxDeleteCmdlists(int param_1, int param_2)",false,"",3165a5642d0c02726713b2726a68fd291c37078e79e3bde4a3372bcb354747ee,8b1044253978f847742bf2070f8e35bd96d25ae7b30a40b6043ad82edad7927d,76,".text"
00522804,00522927,292,"nngxDeleteDisplaybuffers","nngxDeleteDisplaybuffers","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxDeleteDisplaybuffers(int param_1, int param_2)",false,"",c7fcccd8a35ebde117e40b8a43c73d51e7c48fec79bf46a2f42be1e1e64ea19d,05b49c7b8d0e56006839520ba4ba302a653191694512dc7c313ec8f43236628e,73,".text"
00522930,0052294f,32,"nngxDisplayEnv","nngxDisplayEnv","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxDisplayEnv(undefined4 param_1, undefined4 param_2)",false,"",290f7582aaa245214aa9fc684c942fb640b7e984555837f4882b26bec285fc28,2e1c8839512c66a30e6842b9b665bfd770fd93f9ab5679a27811d9f1986145df,8,".text"
00522954,00522a0f,188,"nngxDisplaybufferStorage","nngxDisplaybufferStorage","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxDisplaybufferStorage(undefined * param_1, int param_2, int param_3, int param_4)",false,"",899603f849a5efb6b9ea073eab4b5f35eaad0c73f8714a13ecf584fc4ab673b7,a72da0b7bc8e7bb5f2476b665d3889338a0bf8b1c5fd75160a43a6c6bbd64dc8,47,".text"
00522a18,00522a37,32,"FUN_00522a18","FUN_00522a18","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522a18(int param_1, undefined4 param_2, undefined4 param_3, undefined2 param_4, undefined2 param_5, undefined * param_6)",false,"",582b04b98785c8ecf8b932f16368a32246d877f4fcafc2a9b123c14f3b1f1a9a,deb40312e1e71505d2b07bcc9ce4a49c1ea4583cf2638742987000d406cc0b38,8,".text"
00522a38,00522b8f,344,"nngxFinalize","nngxFinalize","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxFinalize(void)",false,"",783cf2233ac6dc972318c97ec4a7176810c0351a6ce4107c377144f2e69b193d,00866e372cbe3f8dfe869d027b066785fd81d4f7647b0a0feea46e5fb98d047c,86,".text"
00522b9c,00522cdf,324,"FUN_00522b9c","FUN_00522b9c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522b9c(int param_1)",false,"",3991353bdc47ceecc7f4cea91622e05f94a7e0dc30718cb987c886e7b35ee317,f9684173488dafb2ab7df870c838ad562d6ae020ed8aeea33a0972230e6694cc,81,".text"
00522cf0,00522e3b,332,"FUN_00522cf0","FUN_00522cf0","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00522cf0(int param_1, undefined4 param_2)",false,"",904f78adbd7ac1c9bff869c23b8a42b0eb4cc16ac931e4c9e0b7451a2da6f653,7620de74cce85df119dd94fb3c72c4f64a64e238562a607463910b3596e52ff2,83,".text"
00522e4c,00522f77,300,"nngxGenCmdlists","nngxGenCmdlists","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxGenCmdlists(int param_1, int param_2)",false,"",191112d1d12e4ebec96b979891beda7d5b3156996ba469101722f8103e5d4c4f,7cf38cbee7b9f383068c6a14d4d9361b8dea21234ab07b1e45def3258d35ed67,75,".text"
00522f80,005230af,304,"nngxGenDisplaybuffers","nngxGenDisplaybuffers","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxGenDisplaybuffers(int param_1, int param_2)",false,"",f46c4c83043fe6add69122d8d0db0fe66faafcf03acfff1b03cb86e951a59e30,c3194a893e3854482001726c8314cd0676a8b0fc99aad73ab10104461c56c901,76,".text"
005230b8,005230d7,32,"FUN_005230b8","FUN_005230b8","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_005230b8(undefined4 * param_1, undefined4 * param_2)",false,"",f52a568fcc1675fe1f2db8635a916fa28a6046b283cf39606847e6300d472818,5ddd5acb7d3b0881214b8a21b46de6e646b2b79b2b85bca4fbd378f86126ec89,8,".text"
005230dc,005230e7,12,"FUN_005230dc","FUN_005230dc","Global",DEFAULT,ANALYSIS,"int __stdcall FUN_005230dc(int param_1)",false,"",1407bdd383c8cde06c7f804c0c2f76c2a46b2bc68399e098badc3e64fc8359b7,803d3bb60f269e69a0320b53179768bf098dac385509a7b09799bdc60d086e72,3,".text"
005230e8,005230f7,16,"FUN_005230e8","FUN_005230e8","Global",DEFAULT,ANALYSIS,"int __stdcall FUN_005230e8(int param_1)",false,"",c07ed31a011fcbe2fc0dae839c1dad2a0ff7d8c764db8ad27c914b75ffc60124,7efb00e6d86e47458dc42e63c7e944eb25d33b6cf1d54098e75199dda5051f40,4,".text"
005230f8,0052314b,84,"nngxGetDisplaybufferParameteri","nngxGetDisplaybufferParameteri","Global",ANALYSIS,ANALYSIS,"undefined __stdcall nngxGetDisplaybufferParameteri(int param_1, undefined4 * param_2)",false,"",6db4263d58773227c6bd38f7452b0032f1cc8ef53ea9ec07faf04cd476bdb3ca,79b0fbe3c68bda1cd98483e4660a5d810b794339c64d17f6f8447206c870884f,21,".text"
00523150,0052315b,12,"FUN_00523150","FUN_00523150","Global",DEFAULT,ANALYSIS,"undefined1 __stdcall FUN_00523150(void)",false,"",6756f33dc89839e106c77aa8d2b3816c1431da5a03e2a60028ec20fd5dd08cc6,fcbfbc9489c8c1340721ef6c7ef9150170369062e8b4bddfe6d8d6d9079b0973,3,".text"
00523160,00523187,40,"FUN_00523160","FUN_00523160","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00523160(int param_1)",false,"",5c07239d334d8d7e5664f40d5baf3dc0e95183b55ed751d047602a5e9e83ff8e,8207bde1879ea47f3171f8d5fdd26dca1143be62d4f1692cc05b13c0385e39f9,10,".text"
0052318c,005231bf,52,"nngxGetVramEndAddr","nngxGetVramEndAddr","Global",ANALYSIS,ANALYSIS,"undefined4 __stdcall nngxGetVramEndAddr(int param_1)",false,"",2e8345ad45addb2bca8b0ee7482b5d609d5185cf87a7f4b840b109cc75db2f8a,02e223830f90565f5a22c030595ba678ada2531e90effe1e3afb32a1fcb5c9e5,13,".text"
