entry,end,size,name,qualified_name,namespace,symbol_source,signature_source,signature,is_thunk,thunk_target,body_sha256,mnemonic_sha256,instruction_count,memory_block
001fde2c,001fdf67,316,"FUN_001fde2c","FUN_001fde2c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fde2c(int param_1, int * param_2, int param_3)",false,"",8a5dbc7b3d654c8a2e3e2609b3dacf9d0477a3e695aa797a91b7ab5786a7e247,ca8ed55d234c1a08b15a9189aeae7709e4792762c5d3d2053f97d85af0d49975,79,".text"
001fdf70,001fe11b,428,"FUN_001fdf70","FUN_001fdf70","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fdf70(int param_1, int * param_2, int * param_3, char * param_4, undefined4 param_5)",false,"",0ab618ddfed3f0826da6d03552eb515083bf2e523c8ead102729233763296bda,c77f1547c9b7e8651245cdb46eb937329659ff8e57332321d8b0ccc52763c577,107,".text"
001fe12c,001fe283,344,"FUN_001fe12c","FUN_001fe12c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fe12c(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",86e9e2f8abfaac003621078a04206769fcbc348dc7bca6b9304f391219c52a50,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
001fe294,001fe3eb,344,"FUN_001fe294","FUN_001fe294","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fe294(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",b9623966e1c621a8fd036ce4b828fadd7ab4a3a301b645719c492bbbd1794b99,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
001fe3f4,001fe5a7,436,"FUN_001fe3f4","FUN_001fe3f4","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fe3f4(int param_1, int * param_2, int * param_3, int * param_4, char * param_5, undefined4 param_6)",false,"",0a8e3c6f1908e59599cdb634225787892d1825e08350c81cea765a73b066034f,ab0a666315ec8d6cdc9a446615a06d51c4ac60929549b45e7956d21d72f1f60c,109,".text"
001fe5b0,001fe80f,608,"FUN_001fe5b0","FUN_001fe5b0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fe5b0(int param_1, int * param_2, int * param_3, char * param_4, undefined4 param_5)",false,"",efe66c16d8f6d90d4f9f41208218105c49f21b6c19b3a6f8ed474b31501d24c1,06739553c5ac4f1e524c523f7890cb13361052f28ecf78c9406b0f4fc6619b03,152,".text"
001fe824,001fea1f,508,"FUN_001fe824","FUN_001fe824","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fe824(int param_1, int * param_2, int param_3)",false,"",fad2dc9d0f44367f4898bada0a070d0689710952fea269e3f47d553608330995,3891dd200c36da9fcad0b2d7f5a452b833d6d0076609a9d7017dd957a187c4b3,127,".text"
001fea30,001feb87,344,"FUN_001fea30","FUN_001fea30","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fea30(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",bcac597f8f9808126db3baea49e77547377665b290a7cb27ab70a6f1492b7436,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
001feb98,001fedb7,544,"FUN_001feb98","FUN_001feb98","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001feb98(int param_1, int * param_2, int param_3)",false,"",dc263e1b4ca024d504db450adf99b91981e4ebc871031aa12cca0c010b1e81c3,c54ed708d05b683f3d9618fe60b9574fddf817775a1edd1f264da87cd4e23678,136,".text"
001fedc0,001fef6b,428,"FUN_001fedc0","FUN_001fedc0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fedc0(int param_1, int * param_2, int * param_3, undefined4 param_4, undefined4 param_5)",false,"",a922c38148ae4798a63731e01f892153cdfb732a55e23d16b56b62ef3eae06bd,8783e55835a86e2a83b76bd0bb3f3494d499aecb45afee598ac7c7a2f8741e7c,107,".text"
001fef7c,001ff0d3,344,"FUN_001fef7c","FUN_001fef7c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001fef7c(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",35a4dc62f76c15a001863aa5124e2089ccf6d08dc14326d63cdc10e5c71e1743,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
001ff0dc,001ff237,348,"FUN_001ff0dc","FUN_001ff0dc","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff0dc(int param_1, int * param_2, uint * param_3, undefined4 param_4)",false,"",253370732a7a918e800e05c87875517ebd2326368af6af03e7c16e0dc0550842,354346eb7c7015560d4ca2530ae8cce2b3538620ea8dbfb7ee2c7cdf5191862c,87,".text"
001ff248,001ff47f,568,"FUN_001ff248","FUN_001ff248","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff248(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",14cea05e4ce289e55ce2242f389ff358afb7d2da73c36487915d945b62e988d2,2a9cc3f75dec6d3255043fc13ef3111e33550a926a0d4efb3177596fcac34005,142,".text"
001ff488,001ff4fb,116,"FUN_001ff488","FUN_001ff488","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_001ff488(Message * param_1, int param_2)",false,"",739149710971ab12b4ff9468a575e9d52b5246f52eb7a702883860286136b242,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
001ff504,001ff6af,428,"FUN_001ff504","FUN_001ff504","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff504(int param_1, int * param_2, int * param_3, undefined4 param_4, undefined4 param_5)",false,"",122d32a84db3963a23c5180f34d262450ef1c7607c6091a11423ab8c38e2069a,8783e55835a86e2a83b76bd0bb3f3494d499aecb45afee598ac7c7a2f8741e7c,107,".text"
001ff6b8,001ff833,380,"FUN_001ff6b8","FUN_001ff6b8","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff6b8(int param_1, int * param_2, int param_3, undefined4 param_4, undefined4 param_5, uint * param_6)",false,"",7e2249c824e5929b2a872ab578d06b388445b3e9117a588c3c536e00c6ba0401,619580c81e2333fddb893780321fd229c2a9325a52a4fc2f96964bef3d1ad636,95,".text"
001ff83c,001ff99f,356,"FUN_001ff83c","FUN_001ff83c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff83c(int param_1, int * param_2, uint * param_3, uint * param_4, char * param_5)",false,"",9d530895d42a913d7175b949e963ab9e572b48b3869e60a65d227faec5a57988,57ea1f2b4ed5c2d159a6411978b754153730236984fb23feca4b5304c3b4e5d8,89,".text"
001ff9a8,001ff9c3,28,"FUN_001ff9a8","FUN_001ff9a8","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_001ff9a8(undefined4 param_1, undefined4 param_2, int param_3)",false,"",d80b4e267aa554b2ba09ec151b3188f3571f57c3ae27b63194a7377fa442b91a,be1c0a7c21f6ff57b1895b0992e90d0da0fa53099178bde400969a516a9a8fcc,7,".text"
001ff9dc,001ffb33,344,"FUN_001ff9dc","FUN_001ff9dc","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_001ff9dc(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",5f714bbc174d609254d03377ecee8bf7c01edf352f55c08dfaa027e41c09391f,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
001ffb3c,00200757,3080,"FUN_001ffb3c","FUN_001ffb3c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_001ffb3c(Message * param_1, int param_2)",false,"",5840337734983818267a17ca45440e573835e6d343430ba5e1db89e178c154dc,fb02fb76466b3d0f3ea107e4308d513af51b04a47d7f8af4bdec565d558abfea,770,".text"
00200774,00200973,512,"FUN_00200774","FUN_00200774","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00200774(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",4f0aa66d1aedff3e0f39c4970f2a5161decfecb765d2cbd234faa6fd68f02142,be410d6ef80727aad254f00151d08083428109284986b3a3bdff4d44d8c3c95f,128,".text"
00200984,00200bbb,568,"FUN_00200984","FUN_00200984","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00200984(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",41d5cb2864fc9767c83914efa8a7938c2d09060a31f07c7c42f221da8f23295d,636c946480794b0dca1fbaa3546f511b1f6be2fc6bb761ce142a41e4cda6f9f4,142,".text"
00200bc4,00200bdf,28,"FUN_00200bc4","FUN_00200bc4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00200bc4(undefined4 param_1, undefined4 param_2, int param_3)",false,"",dea2c1adb9368a5844fe3a16bc1608240b613b9287713a7db73d8eee3fe3269b,be1c0a7c21f6ff57b1895b0992e90d0da0fa53099178bde400969a516a9a8fcc,7,".text"
00200bf8,00200d4f,344,"FUN_00200bf8","FUN_00200bf8","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00200bf8(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",852770824de9b0b2f678862f9557a1f8cfcadf0cf7f320cf2a5312f2f3951355,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
00200d60,00200eb7,344,"FUN_00200d60","FUN_00200d60","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00200d60(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",99d6e5efa7e9fccad1690d03c8989fc4a98de56f0eedb223ad65f3ac6eef54e7,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
00200ec0,00200f33,116,"FUN_00200ec0","FUN_00200ec0","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00200ec0(int param_1, int param_2)",false,"",7f738845f79053c21d3f29b9449c6ddb36e79bd5323212bf400325d45f79cd29,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00200f44,0020113f,508,"FUN_00200f44","FUN_00200f44","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00200f44(int param_1, int * param_2, int param_3)",false,"",f7776c9bebb4a95cc941b46b8dc726f2c777b565b7dad19da57f40e53e931f5b,1ebeb585d67e5bb7a1e7ad1058722cc4c068d3213ae7e37f63b04d121c96fe1d,127,".text"
00201150,0020134f,512,"FUN_00201150","FUN_00201150","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00201150(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",ba1732f9bfc576aeab81984cef8d8b2eeee30c79a76e93cf811b82c09579917a,be410d6ef80727aad254f00151d08083428109284986b3a3bdff4d44d8c3c95f,128,".text"
00201358,002014c7,368,"FUN_00201358","FUN_00201358","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00201358(int param_1, int * param_2, uint * param_3, uint * param_4, undefined4 param_5)",false,"",8d6ac60c6122caf403eccfa76d721129ade00f13c33b2f04534b6a6275a1cf53,0140c602fb11dee06b801f87147398dc3b7572922a7b6a27215ef449bc5b9635,92,".text"
002014d8,002016eb,532,"FUN_002014d8","FUN_002014d8","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_002014d8(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",0c23ead5ee06ccfb5e48b59199825e316fd92853143b5cf04242bb86f3da27a8,672bc1f3b0c8c6db8e86a9eebb4619392535c3d54728b78d221dd86591700584,133,".text"
002016f4,00201843,336,"FUN_002016f4","FUN_002016f4","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_002016f4(int param_1, int * param_2, uint * param_3, char * param_4)",false,"",1c844f7bf5f5197fbb6ede4b1f183abb142302a4908d3800b719a36559d0a3c7,d76aa99bc2c4d388bd5b2435159691daae80309a12ae7974e72644606f574eec,84,".text"
00201850,00202763,3812,"FUN_00201850","FUN_00201850","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00201850(int param_1, int param_2)",false,"",b5b7d67baaf3e866f8ed8ca84b3d573ed4fe49665d2ea727e27179fc477c4f3a,a84e8829cefb2494474753f9eb959aa3a9197cdb11fd2f919a937cf536ef1e7f,953,".text"
0020276c,002027df,116,"FUN_0020276c","FUN_0020276c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0020276c(int param_1, int param_2)",false,"",40fa39b0a7d7832737f2da119f06e86f8acb844c3397316f8d73383a47d425c2,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
002027f0,00202973,388,"FUN_002027f0","FUN_002027f0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_002027f0(int param_1, int * param_2, int * param_3)",false,"",dacfe450b8a25e6ed0ff5463b329db6b0ffd11d802ae8e06ed73afefe368578e,16d4462455ca8ca71e3ada03fed79e4c2338e30a23cff47781b7261b2fd75bed,97,".text"
0020297c,00202b37,444,"FUN_0020297c","FUN_0020297c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_0020297c(int param_1, int * param_2, uint * param_3, int * param_4, undefined4 param_5, undefined4 param_6)",false,"",f2b3b6035968d436f310281742107d358d3d912a82a0e982a047550b5dc92c1b,47db0490e425ac1169347af45ae2f2eac88eff9ec2f044089b9ef95908edad79,111,".text"
00202b48,00202c9f,344,"FUN_00202b48","FUN_00202b48","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00202b48(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",95aae6b6c37261e7bc2079bde25ef8b6336e55fd64a97b1adf61b9900437b884,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
00202cb0,00202e07,344,"FUN_00202cb0","FUN_00202cb0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00202cb0(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",8bd368b58113da3edddd187afe9a4172d3f79c622bfa8dcc39f88098cc6c7b18,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
00202e10,00202e2b,28,"FUN_00202e10","FUN_00202e10","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00202e10(undefined4 param_1, undefined4 param_2, int param_3)",false,"",ae9ef96489bb3ff580c48d9847611e599fd8ec12b08796c5d451c030ab9b7014,be1c0a7c21f6ff57b1895b0992e90d0da0fa53099178bde400969a516a9a8fcc,7,".text"
00202e44,00202f9b,344,"FUN_00202e44","FUN_00202e44","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00202e44(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",184803995896f1321ce3358b908f71800e731804c2ea1cac89fd2432849a20bf,e48761dfe72138eba0090043392b4b729245af87180c8d6a577a28426290d199,86,".text"
00202fa4,00203573,1476,"FUN_00202fa4","FUN_00202fa4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00202fa4(int param_1, int param_2)",false,"",b2cbe294aa025d6bd9c885d0195f794dd0fe12cd34c47f567996864e919144ff,c960c1a130be4707c7a97383b8fc9e9b51bcf9d2ee75069c5ebe8e4732d2e834,369,".text"
00203578,002040df,2904,"FUN_00203578","FUN_00203578","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00203578(int param_1, int param_2)",false,"",ecf8e0dfe35ebecc4460f232618730278608455e8a720a54831110ddaac5489f,97b5ebdf4919f270d95e208c0ba3238bcac33324fb9bf8a1bb6f3b6c241312b0,726,".text"
00204104,002042ff,508,"FUN_00204104","FUN_00204104","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00204104(int param_1, int * param_2, int param_3)",false,"",f4e29fab1e05ccce4c69b168a81e6d8cc12835eec4c32bfc7c826037ce6b7336,1ebeb585d67e5bb7a1e7ad1058722cc4c068d3213ae7e37f63b04d121c96fe1d,127,".text"
00204310,0020451b,524,"FUN_00204310","FUN_00204310","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00204310(int param_1, int * param_2, int param_3)",false,"",f5cd45f21d024509189ca39e0497540a12f5c0bffb4d9675f39f781c15ff7a74,1efa4f2ec3924a896c3ae69fa2bee2a941fd3fd7150b1a8948d634008e4005ac,131,".text"
0020452c,0020472b,512,"FUN_0020452c","FUN_0020452c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_0020452c(int param_1, int * param_2, int param_3, undefined4 param_4)",false,"",8c37c6cb2d5693465670aabfb1b89e0c30d7978e643b27605eef2ce94eef11ea,be410d6ef80727aad254f00151d08083428109284986b3a3bdff4d44d8c3c95f,128,".text"
0020473c,00204883,328,"FUN_0020473c","FUN_0020473c","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_0020473c(int param_1, int * param_2, undefined4 param_3)",false,"",66a53f3e160cc4e04b62c87972eabbceca2b7b7b1dcd0d9050dda2398ce97151,78db66bac4689843b0199a0c0c7d162549434f63c91907a57fc10be058d180a7,82,".text"
00204894,00204e63,1476,"FUN_00204894","FUN_00204894","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00204894(int param_1, int param_2)",false,"",88afccc573ff3b68949bb876970bbe3876c216a4b51c21eecddb5ac5129833e5,c960c1a130be4707c7a97383b8fc9e9b51bcf9d2ee75069c5ebe8e4732d2e834,369,".text"
00204e68,00204edb,116,"FUN_00204e68","FUN_00204e68","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00204e68(Message * param_1, int param_2)",false,"",614dc966f51d278a4c961e00b45793b0f8608d9c312cd75e6d5879ea2506a96f,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00204ee4,00204f57,116,"FUN_00204ee4","FUN_00204ee4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00204ee4(Message * param_1, int param_2)",false,"",5395b5bca450a3416a59166072c6f914b8a7dd2850dfbf69275db53f19d42f15,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00204f60,00205113,436,"FUN_00204f60","FUN_00204f60","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00204f60(int param_1, int * param_2, int * param_3, undefined4 param_4, undefined4 param_5)",false,"",0b2e537d0bf2f1ac829c8f6edd88097756084ef4306155046ff503e399629f9f,6d16fd350b3e36faa8244b82eabf6b1b8d485f520545612974adf1adb158205f,109,".text"
00205120,002052a3,388,"FUN_00205120","FUN_00205120","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00205120(int param_1, int * param_2, int param_3, int param_4, int param_5, char * param_6, undefined4 param_7)",false,"",cace5dc0ca9b5e99b85a67bc424b6d43b7d6dee7d812dc8f602536fe4f2fa2af,85b2bc0e458211231f81a2adc2cc5dadad3658450a47dc9bf381d5b772828e8c,97,".text"
002052ac,0020587b,1476,"FUN_002052ac","FUN_002052ac","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_002052ac(int param_1, int param_2)",false,"",5e7b6cfbb70068ffeb9a5b91a21e63314bc239ff69b4dca64321cf6a2e0e0771,c960c1a130be4707c7a97383b8fc9e9b51bcf9d2ee75069c5ebe8e4732d2e834,369,".text"
00205880,00205e4f,1476,"FUN_00205880","FUN_00205880","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00205880(int param_1, int param_2)",false,"",b5b905f46cac30120530cbd9f7ccf3be198156f5c591194fc293f7ab7519e416,c960c1a130be4707c7a97383b8fc9e9b51bcf9d2ee75069c5ebe8e4732d2e834,369,".text"
00205e58,00206057,512,"FUN_00205e58","FUN_00205e58","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00205e58(Message * param_1, int param_2)",false,"",49f9fe4f8140dc9fe96e9b39a9529e69c0999808e41a3172d1ce46465fcaa802,9ae558aff5abd668c3c6cb0da668b2ccad710a8150a7ea4fb25042c57a308d1c,128,".text"
00206064,0020624b,488,"FUN_00206064","FUN_00206064","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00206064(int param_1, int * param_2, int * param_3, int * param_4, int * param_5, char * param_6, char * param_7, undefined4 param_8, undefined4 param_9)",false,"",3f20caa2d135d41622ae8ec8092012fa52b3c6b9c9bb52e244777eac70473740,201ca13b7c8b3c2f42a787f28c426567e2f06cfd5dfd40d2114d6993c4f202ce,122,".text"
00206258,002062d3,124,"FUN_00206258","FUN_00206258","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00206258(undefined4 param_1, int param_2, undefined4 param_3, uint param_4)",false,"",ab8b738eb0a016e157f74cd80fa0ebede8371be03cdf4b8ff2392f6e8a02c4c9,085746cd22834339c69e8fbbbad0e9ab5e8a6d30ddb0f3f1465b387f0c17bd88,31,".text"
002062dc,00206f9f,3244,"FUN_002062dc","FUN_002062dc","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_002062dc(int param_1, int param_2)",false,"",fe1da8c104f32c7004fcda20cdcc5bc382e0c7de8748e040416109e0f0421068,70e3b5a039072038904dc923fab33cbe6abe27b6a42ed3c331cbf963b040e45b,811,".text"
00206fb4,002070b7,260,"FUN_00206fb4","FUN_00206fb4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00206fb4(int param_1, int param_2)",false,"",a16989c4133a1778c3600febda405618094416fef586db2a2a2aa42c40bfd621,a1f56fdc7bf4724615db6e9080b28c02c619a613f12fb5f6cdc04c481b7e28aa,65,".text"
002070b8,0020712b,116,"FUN_002070b8","FUN_002070b8","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_002070b8(int param_1, int param_2)",false,"",2d2f18e73cccd21738cb7312c8f83bfc2b92211ce2a6792ce0cf52555228015b,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00207134,00207947,2056,"FUN_00207134","FUN_00207134","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00207134(int param_1, int param_2)",false,"",bb50567f828ce0f866cd3792d1882f21759a0301b17ebb5e7ece9eb29dc69fed,fb86bc702ccddfcac0950aed972bfbb52c8af2a1ae717261d476856489e00d9f,514,".text"
00207950,00207a9f,336,"FUN_00207950","FUN_00207950","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00207950(int param_1, int * param_2, uint * param_3, int param_4)",false,"",f45676bb7042e3e0dcfe1f17e4a97048a6f1a696b535f90acf26c4dbc163154b,d76aa99bc2c4d388bd5b2435159691daae80309a12ae7974e72644606f574eec,84,".text"
00207aa8,00208647,2960,"FUN_00207aa8","FUN_00207aa8","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00207aa8(int param_1, int param_2)",false,"",6876421973c0a2e2b1d49061cfb14dd112eb087496664463c0b2e66eb8573947,1e0221bafe3eb6484ba9a016ba67c209dfd237b4ca8162f68d548068dc39f0be,740,".text"
0020865c,0020875b,256,"FUN_0020865c","FUN_0020865c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0020865c(int param_1, int param_2)",false,"",f070eb9d73c94ab5bcbf2ad81068ffcb9cd41381def93fecbc03e8330d730f4d,a836dc5c977962433731537d45496fc6d4573660d562c7efd88da714ca0967be,64,".text"
00208770,002087e3,116,"FUN_00208770","FUN_00208770","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00208770(int param_1, int param_2)",false,"",b4311519ae99a562ed310c96d06cd479c3f09002cd4ed271f2b755551c2c4751,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
002087ec,0020885f,116,"FUN_002087ec","FUN_002087ec","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_002087ec(Message * param_1, int param_2)",false,"",03ff726d87e9f9aea6dbe177ac134fa04e9d27a7ac8500a26bb4bdd3d13ee53c,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00208868,00209103,2184,"FUN_00208868","FUN_00208868","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00208868(int param_1, int param_2)",false,"",aea1b700094c78908e54ddc773a1ba65f6175a08e81ee7f7a1181119e8a788ec,ca8d947b47995a6c37472fffd40fa37746fd18b462d25f6237f4955c2e2eecc7,546,".text"
0020910c,0020936b,608,"FUN_0020910c","FUN_0020910c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0020910c(int param_1, int param_2)",false,"",0a18eb31d94af0e9b5f208ad1d9d0319f02997c9e6083b56c7ca732429da0b6d,38898b3c5872c16888643f89767925ab1bb231d9ec95895875e505c7975ac28f,152,".text"
00209374,002093e7,116,"FUN_00209374","FUN_00209374","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00209374(Message * param_1, int param_2)",false,"",99273ec6bc222d844b09599fc10d198123f909aa7948d645c1ba1660d3b1b325,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
002093f0,00209557,360,"FUN_002093f0","FUN_002093f0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_002093f0(int param_1, int * param_2, int param_3, undefined4 param_4, undefined4 param_5)",false,"",97e62eb993b1bbdbac7d43d6c125d4a3042020eca18edd4406e8af49af35e12b,e72b70d8e47b433aa62acf107af5b871e71545a4e7f98eabb67db3f4f67eb95b,90,".text"
00209560,00209763,516,"FUN_00209560","FUN_00209560","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_00209560(int param_1, int * param_2, int * param_3, int * param_4, char * param_5, undefined4 param_6)",false,"",dda2e09ec1ac8802c6e9382064d4206d44bde0e83e3e5e93db677c32427c8621,8985af8c3c0334cb146fbe2e45b4cfcb44a2f0c80dfd479003de71cb8cbb5c65,129,".text"
00209774,002099a3,560,"FUN_00209774","FUN_00209774","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00209774(int param_1, int param_2)",false,"",2b202b0ebeba4a3d9400e7d58a522c003a08a84aa132c6c41edcf9e3325e5b41,782bed3ce005b8ed87e4b722ead4e8e04bc19214e93736a4896b8e5e7bd890ab,140,".text"
002099ac,00209a1f,116,"FUN_002099ac","FUN_002099ac","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_002099ac(int param_1, int param_2)",false,"",b889da631ad05e62d490991691f383114e509f876e3303457523e19e1e26e35e,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
00209a28,00209c57,560,"FUN_00209a28","FUN_00209a28","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00209a28(int param_1, int param_2)",false,"",c292d6be20adf64088c2e146bbd3728a605d0b37d59c700b8db9bbda9e787670,782bed3ce005b8ed87e4b722ead4e8e04bc19214e93736a4896b8e5e7bd890ab,140,".text"
00209c68,0020a86f,3056,"FUN_00209c68","FUN_00209c68","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_00209c68(int param_1, int param_2)",false,"",e652c07f321fd21f9d350d48e232cda1764e8f02edffaa2e5c8a9f7637bbc30b,3ea14957974cb3afda22759ea18ef2e77a1343150081daf91ba083c77877eacc,764,".text"
0020a884,0020aae3,608,"FUN_0020a884","FUN_0020a884","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0020a884(int param_1, int param_2)",false,"",b1c9bcb10886d87afa47426d61fe4c89b07992ac5647875afd19c320aa9191c9,38898b3c5872c16888643f89767925ab1bb231d9ec95895875e505c7975ac28f,152,".text"
0020aaec,0020ab5f,116,"FUN_0020aaec","FUN_0020aaec","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0020aaec(Message * param_1, int param_2)",false,"",bcb89d025613d8a33a8ef2c8bd7b257c489b12ed24e54fb81da53a14f1321e21,bf7da7ec3e0725d67af13db606e9b69823ac55e573a2ea962456950a8fbf6033,29,".text"
